row_id,sepal_length,sepal_width,petal_length,petal_width
IRIS-SCORE-04097,6.47,3.187,5.006,2.333
IRIS-SCORE-04098,6.969,2.852,5.866,1.915
IRIS-SCORE-04099,5.643,3.036,3.761,1.211
IRIS-SCORE-04100,5.582,3.311,4.73,2.33
IRIS-SCORE-04101,6.682,2.8,5.404,2.229
IRIS-SCORE-04102,6.712,3.074,5.104,1.579
IRIS-SCORE-04103,6.347,2.857,5.566,1.656
IRIS-SCORE-04104,5.88,2.758,4.987,1.693
IRIS-SCORE-04105,6.636,2.621,5.032,1.515
IRIS-SCORE-04106,5.702,3.237,4.317,1.52
IRIS-SCORE-04107,5.301,2.57,3.881,1.187
IRIS-SCORE-04108,6.341,2.904,4.685,1.4
IRIS-SCORE-04109,6.655,2.775,5.011,2.192
IRIS-SCORE-04110,5.25,2.568,3.952,1.175
IRIS-SCORE-04111,6.521,3.056,4.707,1.66
IRIS-SCORE-04112,5.862,3.091,4.3,1.457
IRIS-SCORE-04113,6.858,3.16,4.675,1.516
IRIS-SCORE-04114,5.848,2.673,4.417,1.224
IRIS-SCORE-04115,6.495,3.026,4.433,1.456
IRIS-SCORE-04116,6.679,3.128,5.683,2.055
IRIS-SCORE-04117,5.899,2.766,4.042,1.334
IRIS-SCORE-04118,8.131,3.689,7.118,2.216
IRIS-SCORE-04119,7.114,3.166,5.811,1.564
IRIS-SCORE-04120,6.372,2.562,5.119,1.607
IRIS-SCORE-04121,5.888,3.068,4.349,1.416
IRIS-SCORE-04122,6.386,3.006,4.339,1.397
IRIS-SCORE-04123,6.143,2.42,5.09,1.711
IRIS-SCORE-04124,5.762,2.937,5.018,2.46
IRIS-SCORE-04125,5.934,2.665,4.31,1.215
IRIS-SCORE-04126,6.617,3.069,5.604,2.147
IRIS-SCORE-04127,5.982,2.342,4.281,1.063
IRIS-SCORE-04128,6.829,3.072,5.744,2.083
IRIS-SCORE-04129,5.547,2.84,3.699,1.205
IRIS-SCORE-04130,6.048,3.051,5.099,2.092
IRIS-SCORE-04131,6.604,2.83,4.686,1.475
IRIS-SCORE-04132,6.552,2.896,4.239,1.314
IRIS-SCORE-04133,5.683,3.191,4.22,1.475
IRIS-SCORE-04134,6.047,2.689,5.104,1.854
IRIS-SCORE-04135,6.24,2.908,4.291,1.416
IRIS-SCORE-04136,7.085,3.27,5.882,2.421
IRIS-SCORE-04137,5.507,3.134,4.259,1.349
IRIS-SCORE-04138,6.262,2.771,4.689,1.357
IRIS-SCORE-04139,6.437,3.106,5.591,2.26
IRIS-SCORE-04140,5.795,2.821,4.463,1.352
IRIS-SCORE-04141,6.317,2.996,5.979,2.111
IRIS-SCORE-04142,5.333,2.636,3.694,1.15
IRIS-SCORE-04143,6.658,3.468,5.97,2.364
IRIS-SCORE-04144,6.937,2.66,5.807,1.621
IRIS-SCORE-04145,5.402,2.485,3.601,1.036
IRIS-SCORE-04146,5.585,2.061,3.858,1.145
IRIS-SCORE-04147,5.687,2.546,3.711,1.058
IRIS-SCORE-04148,6.253,3.029,3.794,1.21
IRIS-SCORE-04149,6.415,2.99,4.946,1.939
IRIS-SCORE-04150,5.81,2.899,5.111,2.302
IRIS-SCORE-04151,6.703,3.239,5.97,2.081
IRIS-SCORE-04152,5.468,3.069,3.938,1.219
IRIS-SCORE-04153,6.355,3.118,5.63,2.249
IRIS-SCORE-04154,6.032,2.403,3.935,1.118
IRIS-SCORE-04155,5.995,2.932,4.874,2.248
IRIS-SCORE-04156,6.455,2.594,4.356,1.184
IRIS-SCORE-04157,5.596,2.762,5.133,2.152
IRIS-SCORE-04158,7.265,3.219,5.784,1.936
IRIS-SCORE-04159,5.528,2.447,3.569,1.067
IRIS-SCORE-04160,5.768,2.697,4.868,1.806
IRIS-SCORE-04161,6.051,2.392,4.441,1.4
IRIS-SCORE-04162,6.584,2.986,5.846,1.954
IRIS-SCORE-04163,6.132,3.176,5.059,1.815
IRIS-SCORE-04164,6.015,3.135,5.049,2.263
IRIS-SCORE-04165,5.458,2.423,3.869,1.377
IRIS-SCORE-04166,5.819,3.313,4.153,1.363
IRIS-SCORE-04167,6.235,2.771,5.255,2.04
IRIS-SCORE-04168,7.241,3.12,5.987,1.999
IRIS-SCORE-04169,6.725,2.739,5.473,1.751
IRIS-SCORE-04170,5.504,2.885,4.345,1.203
IRIS-SCORE-04171,6.418,2.766,5.908,1.775
IRIS-SCORE-04172,7.708,3.642,6.446,2.299
IRIS-SCORE-04173,4.806,2.481,3.618,1.102
IRIS-SCORE-04174,5.698,2.552,3.911,1.135
IRIS-SCORE-04175,6.066,2.811,4.3,1.177
IRIS-SCORE-04176,5.901,2.571,4.593,1.592
IRIS-SCORE-04177,5.474,2.528,5.027,1.848
IRIS-SCORE-04178,6.619,3.006,5.371,2.032
IRIS-SCORE-04179,5.324,2.116,3.849,1.123
IRIS-SCORE-04180,6.749,3.153,5.831,1.855
IRIS-SCORE-04181,7.151,3.208,6.09,1.928
IRIS-SCORE-04182,6.875,2.885,6.028,1.981
IRIS-SCORE-04183,5.777,3.324,4.637,1.525
IRIS-SCORE-04184,6.063,3.73,5.146,2.159
IRIS-SCORE-04185,6.36,2.686,5.83,1.902
IRIS-SCORE-04186,5.506,2.637,3.766,1.123
IRIS-SCORE-04187,6.492,2.991,5.392,2.035
IRIS-SCORE-04188,6.507,3.063,5.451,2.189
IRIS-SCORE-04189,6.555,3.03,4.96,1.953
IRIS-SCORE-04190,5.608,2.787,4.748,2.006
IRIS-SCORE-04191,6.903,3.475,5.985,2.566
IRIS-SCORE-04192,6.77,3.348,5.312,1.834
IRIS-SCORE-04193,6.438,2.441,4.866,1.48
IRIS-SCORE-04194,5.679,2.666,4.437,1.246
IRIS-SCORE-04195,5.761,2.322,3.45,0.928
IRIS-SCORE-04196,6.477,3.356,4.859,1.683
IRIS-SCORE-04197,6.057,2.747,4.8,1.371
IRIS-SCORE-04198,6.643,3.106,5.267,2.067
IRIS-SCORE-04199,7.024,2.672,5.905,1.924
IRIS-SCORE-04200,6.139,3.472,5.276,2.142
IRIS-SCORE-04201,4.685,2.078,3.582,0.998
IRIS-SCORE-04202,5.789,2.772,4.783,1.709
IRIS-SCORE-04203,6.104,2.946,5.231,2.174
IRIS-SCORE-04204,5.835,2.413,4.797,1.557
IRIS-SCORE-04205,6.213,2.644,4.76,1.245
IRIS-SCORE-04206,5.317,2.608,3.208,0.907
IRIS-SCORE-04207,7.232,3.3,6.291,1.901
IRIS-SCORE-04208,6.448,3.224,5.442,2.07
IRIS-SCORE-04209,6.753,2.918,6.002,1.899
IRIS-SCORE-04210,6.898,2.785,5.792,2.441
IRIS-SCORE-04211,6.557,2.678,3.851,1.168
IRIS-SCORE-04212,5.703,2.429,3.83,1.193
IRIS-SCORE-04213,6.271,3.215,5.255,1.703
IRIS-SCORE-04214,5.861,2.548,4.811,1.862
IRIS-SCORE-04215,6.14,2.318,5.213,1.704
IRIS-SCORE-04216,6.197,2.87,4.99,2.137
IRIS-SCORE-04217,7.676,3.029,6.225,2.274
IRIS-SCORE-04218,7.257,3.398,6.448,2.208
IRIS-SCORE-04219,7.249,2.472,5.851,1.609
IRIS-SCORE-04220,7.309,3.265,5.856,2.356
IRIS-SCORE-04221,5.954,3.035,5.103,2.221
IRIS-SCORE-04222,6.413,2.33,4.904,1.268
IRIS-SCORE-04223,6.072,2.874,4.138,1.154
IRIS-SCORE-04224,6.603,3.108,5.877,1.989
IRIS-SCORE-04225,7.574,2.506,6.264,2.069
IRIS-SCORE-04226,5.352,2.471,3.934,1.234
IRIS-SCORE-04227,6.243,2.266,4.38,1.176
IRIS-SCORE-04228,6.125,2.433,4.265,1.027
IRIS-SCORE-04229,7.263,2.847,6.426,1.846
IRIS-SCORE-04230,6.111,3.013,5.016,2.498
IRIS-SCORE-04231,6.211,3.251,5.531,2.441
IRIS-SCORE-04232,5.746,2.688,3.535,1.268
IRIS-SCORE-04233,5.584,2.582,3.806,1.152
IRIS-SCORE-04234,5.013,2.017,3.713,1.034
IRIS-SCORE-04235,7.105,3.655,5.873,2.575
IRIS-SCORE-04236,5.803,2.927,4.979,2.381
IRIS-SCORE-04237,6.477,2.889,4.608,1.53
IRIS-SCORE-04238,7.821,3.255,6.799,2.29
IRIS-SCORE-04239,5.938,2.986,5.094,1.894
IRIS-SCORE-04240,5.831,2.962,4.881,2.144
IRIS-SCORE-04241,6.229,3.211,5.775,2.074
IRIS-SCORE-04242,4.789,2.236,2.872,0.975
IRIS-SCORE-04243,5.512,2.504,4.09,1.236
IRIS-SCORE-04244,6.301,2.651,5.695,1.646
IRIS-SCORE-04245,4.894,2.694,4.803,2.057
IRIS-SCORE-04246,6.03,3.027,3.716,1.238
IRIS-SCORE-04247,5.285,3.16,3.778,1.492
IRIS-SCORE-04248,6.538,3.109,5.006,2.328
IRIS-SCORE-04249,5.474,2.704,4.88,1.773
IRIS-SCORE-04250,6.777,2.533,5.332,1.647
IRIS-SCORE-04251,5.933,2.723,3.854,1.183
IRIS-SCORE-04252,5.247,2.815,4.34,1.734
IRIS-SCORE-04253,6.707,3.064,5.972,2.391
IRIS-SCORE-04254,6.948,2.673,4.668,1.199
IRIS-SCORE-04255,7.061,3.181,6.143,2.26
IRIS-SCORE-04256,5.916,2.958,4.225,1.508
IRIS-SCORE-04257,6.871,3.369,5.432,2.393
IRIS-SCORE-04258,6.547,3.069,4.996,1.792
IRIS-SCORE-04259,6.575,2.871,5.108,1.57
IRIS-SCORE-04260,5.848,2.71,3.778,1.085
IRIS-SCORE-04261,5.795,2.587,5.284,1.633
IRIS-SCORE-04262,5.929,2.856,4.085,1.207
IRIS-SCORE-04263,5.622,2.438,4.21,1.229
IRIS-SCORE-04264,6.489,3.048,5.47,2.115
IRIS-SCORE-04265,5.694,2.697,4.172,1.343
IRIS-SCORE-04266,6.386,2.903,4.569,1.605
IRIS-SCORE-04267,7.102,2.76,6.432,1.553
IRIS-SCORE-04268,6.211,3.256,5.227,2.242
IRIS-SCORE-04269,6.473,2.836,5.224,2.029
IRIS-SCORE-04270,6.457,2.947,5.006,2.243
IRIS-SCORE-04271,6.646,2.654,5.708,1.97
IRIS-SCORE-04272,6.056,2.585,5.233,1.85
IRIS-SCORE-04273,6.685,3.071,5.428,1.912
IRIS-SCORE-04274,6.7,2.805,5.168,1.646
IRIS-SCORE-04275,6.785,2.71,5.58,2.398
IRIS-SCORE-04276,6.319,2.069,5.495,1.549
IRIS-SCORE-04277,5.937,3.471,4.918,1.92
IRIS-SCORE-04278,6.325,2.939,5.958,2.33
IRIS-SCORE-04279,6.107,3.1,5.129,2.126
IRIS-SCORE-04280,6.15,2.807,3.93,1.055
IRIS-SCORE-04281,6.739,2.995,5.724,2.266
IRIS-SCORE-04282,6.353,3.291,5.025,1.667
IRIS-SCORE-04283,6.676,3.135,5.549,1.977
IRIS-SCORE-04284,6.412,2.82,4.362,1.314
IRIS-SCORE-04285,6.56,3.025,4.551,1.715
IRIS-SCORE-04286,6.217,3.011,4.599,1.353
IRIS-SCORE-04287,7.238,3.385,6.348,2.241
IRIS-SCORE-04288,5.799,2.772,4.435,1.484
IRIS-SCORE-04289,5.316,2.443,3.554,1.218
IRIS-SCORE-04290,6.411,2.99,5.141,1.56
IRIS-SCORE-04291,6.933,2.98,5.909,2.275
IRIS-SCORE-04292,6.345,3.459,5.635,1.974
IRIS-SCORE-04293,6.029,2.641,4.743,1.645
IRIS-SCORE-04294,5.629,2.825,4.306,1.366
IRIS-SCORE-04295,6.565,3.06,4.695,1.547
IRIS-SCORE-04296,5.873,2.817,4.354,1.457
IRIS-SCORE-04297,5.239,2.747,3.671,1.241
IRIS-SCORE-04298,6.248,3.296,4.707,1.574
IRIS-SCORE-04299,7.795,3.565,6.444,2.387
IRIS-SCORE-04300,6.467,2.684,5.622,1.74
IRIS-SCORE-04301,5.42,2.69,4.284,1.556
IRIS-SCORE-04302,5.397,2.707,4.859,1.506
IRIS-SCORE-04303,6.07,2.484,4.666,1.381
IRIS-SCORE-04304,7.087,3.242,5.951,1.689
IRIS-SCORE-04305,6.069,1.99,4.001,1.001
IRIS-SCORE-04306,7.529,2.979,6.432,1.402
IRIS-SCORE-04307,6.24,2.813,4.584,1.458
IRIS-SCORE-04308,7.551,2.846,5.959,2.022
IRIS-SCORE-04309,7.313,2.973,6.104,2.161
IRIS-SCORE-04310,6.218,3.101,4.864,1.431
IRIS-SCORE-04311,5.978,2.913,5.193,1.833
IRIS-SCORE-04312,6.371,3.305,5.161,1.645
IRIS-SCORE-04313,6.134,3.164,5.41,2.187
IRIS-SCORE-04314,6.551,3.379,5.196,2.044
IRIS-SCORE-04315,7.021,2.885,5.931,2.289
IRIS-SCORE-04316,6.198,2.784,5.432,1.744
IRIS-SCORE-04317,5.418,2.683,4.185,1.377
IRIS-SCORE-04318,6.133,2.748,5.3,1.982
IRIS-SCORE-04319,6.397,2.709,5.742,2.297
IRIS-SCORE-04320,5.673,2.983,4.8,1.961
IRIS-SCORE-04321,6.818,2.73,5.607,2.364
IRIS-SCORE-04322,5.904,2.824,4.565,1.423
IRIS-SCORE-04323,6.302,3.069,4.238,1.339
IRIS-SCORE-04324,6.391,3.069,5.019,2.145
IRIS-SCORE-04325,5.505,2.446,4.017,1.162
IRIS-SCORE-04326,6.989,3.426,5.654,2.579
IRIS-SCORE-04327,5.8,2.708,5.084,1.969
IRIS-SCORE-04328,5.937,1.958,3.842,0.994
IRIS-SCORE-04329,7.048,3.371,6.099,2.305
IRIS-SCORE-04330,7.273,2.776,5.926,1.928
IRIS-SCORE-04331,6.395,3.024,4.293,1.447
IRIS-SCORE-04332,5.463,2.24,3.768,1.235
IRIS-SCORE-04333,7.031,2.931,5.181,1.763
IRIS-SCORE-04334,5.43,2.799,4.079,1.359
IRIS-SCORE-04335,6.327,2.85,4.659,1.616
IRIS-SCORE-04336,6.533,2.378,5.721,1.712
IRIS-SCORE-04337,6.998,3.327,4.859,1.534
IRIS-SCORE-04338,6.266,2.835,5.136,1.934
IRIS-SCORE-04339,6.077,2.744,4.9,1.523
IRIS-SCORE-04340,5.849,2.88,5.031,1.852
IRIS-SCORE-04341,6.089,2.795,4.431,1.458
IRIS-SCORE-04342,5.916,2.772,4.105,1.362
IRIS-SCORE-04343,5.254,2.305,4.535,1.862
IRIS-SCORE-04344,5.763,2.536,4.092,1.141
IRIS-SCORE-04345,5.806,3.086,3.548,1.522
IRIS-SCORE-04346,5.418,2.833,4.17,1.296
IRIS-SCORE-04347,6.535,2.982,5.289,2.342
IRIS-SCORE-04348,6.564,3.166,5.504,1.954
IRIS-SCORE-04349,6.009,3.213,3.996,1.302
IRIS-SCORE-04350,7.217,2.745,6.153,2.071
IRIS-SCORE-04351,6.241,2.958,5.38,2.056
IRIS-SCORE-04352,6.544,2.53,4.348,1.193
IRIS-SCORE-04353,6.465,3.162,4.524,1.43
IRIS-SCORE-04354,6.752,2.696,4.725,1.424
IRIS-SCORE-04355,6.062,3.12,4.839,1.756
IRIS-SCORE-04356,5.782,2.426,5.22,2.139
IRIS-SCORE-04357,6.928,2.986,5.901,2.3
IRIS-SCORE-04358,6.427,3.099,5.475,2.569
IRIS-SCORE-04359,5.711,3.301,4.396,1.471
IRIS-SCORE-04360,6.832,2.639,5.668,1.729
IRIS-SCORE-04361,6.22,3.157,5.277,1.718
IRIS-SCORE-04362,6.917,2.708,6.226,2.197
IRIS-SCORE-04363,7.429,3.507,5.968,2.313
IRIS-SCORE-04364,5.987,2.888,4.058,1.271
IRIS-SCORE-04365,6.074,2.561,4.37,1.41
IRIS-SCORE-04366,5.455,2.168,4.2,1.161
IRIS-SCORE-04367,5.808,2.984,3.7,1.334
IRIS-SCORE-04368,5.487,2.251,3.869,0.912
IRIS-SCORE-04369,6.569,3.263,5.494,1.794
IRIS-SCORE-04370,5.744,3.0,4.412,1.681
IRIS-SCORE-04371,6.659,3.111,5.849,1.927
IRIS-SCORE-04372,6.37,3.257,5.149,2.024
IRIS-SCORE-04373,5.354,2.162,4.006,1.164
IRIS-SCORE-04374,5.771,2.693,4.157,1.244
IRIS-SCORE-04375,5.335,2.687,4.644,1.824
IRIS-SCORE-04376,6.064,2.847,4.616,1.423
IRIS-SCORE-04377,5.773,2.384,3.98,1.014
IRIS-SCORE-04378,4.936,2.207,3.514,1.113
IRIS-SCORE-04379,6.933,2.906,6.044,1.959
IRIS-SCORE-04380,6.769,3.345,5.255,1.836
IRIS-SCORE-04381,7.001,2.877,6.139,1.925
IRIS-SCORE-04382,7.45,3.684,6.736,2.372
IRIS-SCORE-04383,5.769,2.585,4.514,1.312
IRIS-SCORE-04384,6.148,2.822,5.239,1.561
IRIS-SCORE-04385,6.948,3.066,6.075,2.3
IRIS-SCORE-04386,6.054,2.516,5.326,1.505
IRIS-SCORE-04387,6.024,3.023,5.126,2.252
IRIS-SCORE-04388,5.692,2.647,4.134,1.493
IRIS-SCORE-04389,6.827,3.151,5.71,1.745
IRIS-SCORE-04390,7.587,3.24,6.536,2.254
IRIS-SCORE-04391,7.723,3.429,6.647,2.31
IRIS-SCORE-04392,6.73,2.931,5.884,2.254
IRIS-SCORE-04393,6.414,2.721,4.062,1.205
IRIS-SCORE-04394,6.241,3.36,4.495,1.371
IRIS-SCORE-04395,6.43,2.989,4.669,1.47
IRIS-SCORE-04396,5.56,3.404,4.456,1.653
IRIS-SCORE-04397,6.848,3.537,5.649,2.108
IRIS-SCORE-04398,7.634,3.262,6.319,1.813
IRIS-SCORE-04399,6.714,3.036,5.77,2.056
IRIS-SCORE-04400,6.249,2.674,5.142,1.786
IRIS-SCORE-04401,7.211,3.397,5.42,2.032
IRIS-SCORE-04402,5.829,2.663,4.016,1.206
IRIS-SCORE-04403,6.988,2.592,4.538,1.286
IRIS-SCORE-04404,5.231,2.762,4.729,2.446
IRIS-SCORE-04405,6.29,2.452,4.126,1.147
IRIS-SCORE-04406,6.715,2.448,5.68,1.718
IRIS-SCORE-04407,5.652,3.087,4.188,1.298
IRIS-SCORE-04408,6.264,2.944,4.981,2.32
IRIS-SCORE-04409,5.667,2.598,4.376,1.482
IRIS-SCORE-04410,6.335,3.142,4.672,1.45
IRIS-SCORE-04411,5.549,2.935,5.259,2.311
IRIS-SCORE-04412,6.225,2.914,4.222,1.528
IRIS-SCORE-04413,6.779,2.5,5.854,1.901
IRIS-SCORE-04414,6.728,2.703,5.344,1.672
IRIS-SCORE-04415,5.278,2.272,3.671,1.128
IRIS-SCORE-04416,5.654,2.52,3.575,1.18
IRIS-SCORE-04417,5.834,2.869,5.296,1.913
IRIS-SCORE-04418,5.842,2.79,4.627,1.486
IRIS-SCORE-04419,6.512,2.833,5.433,1.974
IRIS-SCORE-04420,6.167,3.058,4.633,1.374
IRIS-SCORE-04421,6.193,3.159,3.954,1.371
IRIS-SCORE-04422,5.867,2.919,4.778,1.434
IRIS-SCORE-04423,4.932,2.309,3.293,0.976
IRIS-SCORE-04424,7.743,3.301,6.298,1.935
IRIS-SCORE-04425,6.017,2.762,5.6,2.326
IRIS-SCORE-04426,6.638,2.754,5.136,1.474
IRIS-SCORE-04427,5.66,2.868,3.999,1.177
IRIS-SCORE-04428,5.62,2.616,4.106,1.379
IRIS-SCORE-04429,5.96,2.572,4.517,1.12
IRIS-SCORE-04430,6.378,3.033,5.472,1.894
IRIS-SCORE-04431,5.694,2.47,4.682,1.788
IRIS-SCORE-04432,6.234,3.086,4.4,1.357
IRIS-SCORE-04433,6.562,3.312,5.228,2.023
IRIS-SCORE-04434,7.117,3.476,5.528,2.067
IRIS-SCORE-04435,6.1,3.012,4.778,1.62
IRIS-SCORE-04436,5.942,2.481,4.33,1.177
IRIS-SCORE-04437,6.764,3.294,5.304,1.765
IRIS-SCORE-04438,5.613,2.604,3.981,1.351
IRIS-SCORE-04439,6.058,2.53,4.447,1.297
IRIS-SCORE-04440,7.208,3.135,6.265,2.037
IRIS-SCORE-04441,6.98,2.887,6.288,2.45
IRIS-SCORE-04442,5.895,3.164,4.33,1.456
IRIS-SCORE-04443,7.717,3.025,6.31,2.409
IRIS-SCORE-04444,5.662,2.756,4.34,1.502
IRIS-SCORE-04445,5.248,2.43,4.498,2.16
IRIS-SCORE-04446,5.761,2.358,4.053,0.994
IRIS-SCORE-04447,5.482,2.782,4.054,1.206
IRIS-SCORE-04448,6.371,3.018,5.439,2.091
IRIS-SCORE-04449,5.647,2.932,4.379,1.222
IRIS-SCORE-04450,7.15,3.335,5.825,2.175
IRIS-SCORE-04451,6.241,3.208,5.479,2.426
IRIS-SCORE-04452,7.07,3.08,5.788,2.142
IRIS-SCORE-04453,6.538,3.193,5.345,2.32
IRIS-SCORE-04454,7.187,3.127,5.931,2.25
IRIS-SCORE-04455,5.815,2.379,3.798,1.101
IRIS-SCORE-04456,5.805,2.758,5.417,2.044
IRIS-SCORE-04457,6.577,2.865,4.721,1.361
IRIS-SCORE-04458,6.45,2.236,5.687,1.766
IRIS-SCORE-04459,6.365,3.174,4.066,1.281
IRIS-SCORE-04460,6.348,3.105,4.968,1.631
IRIS-SCORE-04461,7.349,3.279,5.871,2.357
IRIS-SCORE-04462,6.545,2.917,5.028,1.799
IRIS-SCORE-04463,7.925,3.48,6.166,2.334
IRIS-SCORE-04464,7.351,3.366,6.492,2.077
IRIS-SCORE-04465,6.338,2.703,5.307,2.046
IRIS-SCORE-04466,5.682,2.858,4.18,1.501
IRIS-SCORE-04467,5.886,2.418,4.434,1.312
IRIS-SCORE-04468,5.969,3.437,4.412,1.53
IRIS-SCORE-04469,6.203,3.019,5.095,1.818
IRIS-SCORE-04470,5.412,2.606,3.79,1.31
IRIS-SCORE-04471,7.372,3.448,6.42,2.002
IRIS-SCORE-04472,5.83,2.59,5.102,2.161
IRIS-SCORE-04473,6.605,3.18,5.121,1.541
IRIS-SCORE-04474,5.955,2.607,4.088,1.149
IRIS-SCORE-04475,5.458,2.733,3.845,1.309
IRIS-SCORE-04476,6.192,3.019,4.032,1.26
IRIS-SCORE-04477,6.095,2.605,3.585,1.085
IRIS-SCORE-04478,6.345,2.821,4.454,1.256
IRIS-SCORE-04479,6.874,3.494,5.548,2.12
IRIS-SCORE-04480,6.826,2.771,5.276,2.174
IRIS-SCORE-04481,6.149,3.039,4.257,1.419
IRIS-SCORE-04482,6.784,3.142,5.477,2.055
IRIS-SCORE-04483,5.815,2.68,5.101,1.82
IRIS-SCORE-04484,6.35,3.213,5.173,2.42
IRIS-SCORE-04485,7.135,3.054,5.69,2.211
IRIS-SCORE-04486,5.538,2.695,3.862,1.218
IRIS-SCORE-04487,7.14,3.34,5.232,1.565
IRIS-SCORE-04488,7.399,3.039,6.501,1.88
IRIS-SCORE-04489,5.211,2.588,4.02,1.259
IRIS-SCORE-04490,6.397,2.831,4.146,1.162
IRIS-SCORE-04491,6.544,2.919,5.333,2.196
IRIS-SCORE-04492,6.251,3.239,4.788,1.656
IRIS-SCORE-04493,6.652,2.716,6.314,2.337
IRIS-SCORE-04494,5.885,2.393,5.149,1.608
IRIS-SCORE-04495,6.619,3.358,4.501,1.485
IRIS-SCORE-04496,5.738,3.059,4.87,1.677
IRIS-SCORE-04497,6.866,3.435,5.916,1.933
IRIS-SCORE-04498,6.302,3.077,5.146,2.284
IRIS-SCORE-04499,5.745,2.359,4.241,1.413
IRIS-SCORE-04500,6.578,2.558,4.735,1.419
IRIS-SCORE-04501,5.785,2.887,5.169,1.732
IRIS-SCORE-04502,8.232,3.72,7.021,2.341
IRIS-SCORE-04503,7.407,3.107,6.242,2.512
IRIS-SCORE-04504,7.005,3.407,5.531,2.249
IRIS-SCORE-04505,7.033,2.431,5.629,1.796
IRIS-SCORE-04506,6.358,3.38,4.992,1.679
IRIS-SCORE-04507,7.229,3.34,5.819,1.751
IRIS-SCORE-04508,7.046,2.881,5.461,2.242
IRIS-SCORE-04509,5.764,2.911,3.65,1.067
IRIS-SCORE-04510,6.497,2.933,6.02,2.097
IRIS-SCORE-04511,5.557,3.191,4.795,2.324
IRIS-SCORE-04512,6.922,2.642,4.573,1.499
IRIS-SCORE-04513,5.497,2.625,4.252,1.423
IRIS-SCORE-04514,4.781,2.213,3.709,0.929
IRIS-SCORE-04515,6.823,2.862,5.532,1.737
IRIS-SCORE-04516,6.997,3.349,6.024,1.945
IRIS-SCORE-04517,6.854,3.07,5.11,1.564
IRIS-SCORE-04518,6.165,2.73,4.396,1.479
IRIS-SCORE-04519,7.372,3.382,6.089,1.932
IRIS-SCORE-04520,7.387,3.485,6.395,2.551
IRIS-SCORE-04521,5.706,2.657,4.084,1.34
IRIS-SCORE-04522,6.67,2.842,5.789,2.265
IRIS-SCORE-04523,6.909,3.189,6.519,2.291
IRIS-SCORE-04524,6.515,2.781,4.545,1.415
IRIS-SCORE-04525,6.327,3.684,5.145,2.502
IRIS-SCORE-04526,4.981,2.249,3.444,1.007
IRIS-SCORE-04527,5.856,2.355,4.255,1.186
IRIS-SCORE-04528,6.428,3.102,4.956,1.886
IRIS-SCORE-04529,5.7,2.476,3.876,1.134
IRIS-SCORE-04530,6.294,2.964,4.909,1.839
IRIS-SCORE-04531,6.014,2.476,4.128,1.198
IRIS-SCORE-04532,6.451,2.617,4.313,1.178
IRIS-SCORE-04533,5.187,2.698,3.803,1.234
IRIS-SCORE-04534,6.264,3.027,5.413,2.039
IRIS-SCORE-04535,5.326,2.608,4.032,1.183
IRIS-SCORE-04536,6.6,3.099,4.535,1.679
IRIS-SCORE-04537,6.4,2.5,5.706,2.184
IRIS-SCORE-04538,6.366,2.92,4.383,1.211
IRIS-SCORE-04539,6.483,2.834,5.497,1.795
IRIS-SCORE-04540,4.868,2.06,3.6,0.984
IRIS-SCORE-04541,5.665,2.504,4.155,1.305
IRIS-SCORE-04542,6.804,2.985,5.644,2.291
IRIS-SCORE-04543,6.901,3.481,5.596,2.213
IRIS-SCORE-04544,7.297,3.031,6.214,1.753
IRIS-SCORE-04545,5.938,2.914,5.486,2.027
IRIS-SCORE-04546,5.974,2.417,3.895,1.106
IRIS-SCORE-04547,6.174,2.925,4.928,2.017
IRIS-SCORE-04548,5.663,2.692,4.709,1.924
IRIS-SCORE-04549,6.092,2.973,4.526,1.494
IRIS-SCORE-04550,6.721,2.706,4.397,1.197
IRIS-SCORE-04551,6.035,2.959,4.636,1.632
IRIS-SCORE-04552,6.098,2.444,4.077,1.146
IRIS-SCORE-04553,5.853,3.076,4.229,1.397
IRIS-SCORE-04554,6.52,3.304,4.368,1.553
IRIS-SCORE-04555,6.538,3.376,4.833,1.7
IRIS-SCORE-04556,6.811,3.093,5.173,1.843
IRIS-SCORE-04557,5.975,2.886,3.876,1.086
IRIS-SCORE-04558,6.348,2.793,5.27,2.231
IRIS-SCORE-04559,7.015,3.347,5.964,2.103
IRIS-SCORE-04560,6.788,2.887,6.274,2.361
IRIS-SCORE-04561,6.367,2.879,5.437,1.866
IRIS-SCORE-04562,6.667,2.915,5.334,1.847
IRIS-SCORE-04563,6.34,3.041,5.327,2.451
IRIS-SCORE-04564,5.566,2.466,4.105,1.213
IRIS-SCORE-04565,8.084,3.633,7.147,2.611
IRIS-SCORE-04566,5.601,2.766,3.835,1.115
IRIS-SCORE-04567,5.616,2.722,4.465,1.495
IRIS-SCORE-04568,6.516,3.012,4.716,1.364
IRIS-SCORE-04569,6.611,3.206,5.215,2.212
IRIS-SCORE-04570,6.93,2.941,6.087,2.233
IRIS-SCORE-04571,7.008,2.922,6.341,1.911
IRIS-SCORE-04572,5.949,2.461,4.452,1.312
IRIS-SCORE-04573,5.36,3.025,5.002,2.112
IRIS-SCORE-04574,6.599,2.918,5.757,2.084
IRIS-SCORE-04575,6.808,2.852,5.562,2.429
IRIS-SCORE-04576,6.867,3.326,5.122,1.519
IRIS-SCORE-04577,6.782,2.986,5.743,2.341
