row_id,species
IRIS-SCORE-04805,virginica
IRIS-SCORE-04806,virginica
IRIS-SCORE-04807,versicolor
IRIS-SCORE-04808,virginica
IRIS-SCORE-04809,virginica
IRIS-SCORE-04810,virginica
IRIS-SCORE-04811,virginica
IRIS-SCORE-04812,virginica
IRIS-SCORE-04813,versicolor
IRIS-SCORE-04814,versicolor
IRIS-SCORE-04815,versicolor
IRIS-SCORE-04816,versicolor
IRIS-SCORE-04817,versicolor
IRIS-SCORE-04818,versicolor
IRIS-SCORE-04819,versicolor
IRIS-SCORE-04820,versicolor
IRIS-SCORE-04821,virginica
IRIS-SCORE-04822,virginica
IRIS-SCORE-04823,virginica
IRIS-SCORE-04824,virginica
IRIS-SCORE-04825,versicolor
IRIS-SCORE-04826,virginica
IRIS-SCORE-04827,virginica
IRIS-SCORE-04828,virginica
IRIS-SCORE-04829,versicolor
IRIS-SCORE-04830,virginica
IRIS-SCORE-04831,versicolor
IRIS-SCORE-04832,virginica
IRIS-SCORE-04833,virginica
IRIS-SCORE-04834,virginica
IRIS-SCORE-04835,versicolor
IRIS-SCORE-04836,versicolor
IRIS-SCORE-04837,virginica
IRIS-SCORE-04838,versicolor
IRIS-SCORE-04839,virginica
IRIS-SCORE-04840,virginica
IRIS-SCORE-04841,versicolor
IRIS-SCORE-04842,virginica
IRIS-SCORE-04843,versicolor
IRIS-SCORE-04844,virginica
IRIS-SCORE-04845,virginica
IRIS-SCORE-04846,versicolor
IRIS-SCORE-04847,versicolor
IRIS-SCORE-04848,virginica
IRIS-SCORE-04849,versicolor
IRIS-SCORE-04850,virginica
IRIS-SCORE-04851,versicolor
IRIS-SCORE-04852,virginica
IRIS-SCORE-04853,versicolor
IRIS-SCORE-04854,virginica
IRIS-SCORE-04855,virginica
IRIS-SCORE-04856,versicolor
IRIS-SCORE-04857,versicolor
IRIS-SCORE-04858,versicolor
IRIS-SCORE-04859,virginica
IRIS-SCORE-04860,versicolor
IRIS-SCORE-04861,versicolor
IRIS-SCORE-04862,virginica
IRIS-SCORE-04863,versicolor
IRIS-SCORE-04864,virginica
IRIS-SCORE-04865,versicolor
IRIS-SCORE-04866,virginica
IRIS-SCORE-04867,virginica
IRIS-SCORE-04868,versicolor
IRIS-SCORE-04869,versicolor
IRIS-SCORE-04870,virginica
IRIS-SCORE-04871,virginica
IRIS-SCORE-04872,versicolor
IRIS-SCORE-04873,versicolor
IRIS-SCORE-04874,versicolor
IRIS-SCORE-04875,virginica
IRIS-SCORE-04876,versicolor
IRIS-SCORE-04877,versicolor
IRIS-SCORE-04878,virginica
IRIS-SCORE-04879,versicolor
IRIS-SCORE-04880,versicolor
IRIS-SCORE-04881,virginica
IRIS-SCORE-04882,virginica
IRIS-SCORE-04883,versicolor
IRIS-SCORE-04884,versicolor
IRIS-SCORE-04885,virginica
IRIS-SCORE-04886,versicolor
IRIS-SCORE-04887,virginica
IRIS-SCORE-04888,virginica
IRIS-SCORE-04889,virginica
IRIS-SCORE-04890,virginica
IRIS-SCORE-04891,versicolor
IRIS-SCORE-04892,virginica
IRIS-SCORE-04893,versicolor
IRIS-SCORE-04894,versicolor
IRIS-SCORE-04895,virginica
IRIS-SCORE-04896,versicolor
IRIS-SCORE-04897,versicolor
IRIS-SCORE-04898,virginica
IRIS-SCORE-04899,virginica
IRIS-SCORE-04900,versicolor
IRIS-SCORE-04901,virginica
IRIS-SCORE-04902,versicolor
IRIS-SCORE-04903,versicolor
IRIS-SCORE-04904,versicolor
IRIS-SCORE-04905,versicolor
IRIS-SCORE-04906,virginica
IRIS-SCORE-04907,virginica
IRIS-SCORE-04908,virginica
IRIS-SCORE-04909,versicolor
IRIS-SCORE-04910,virginica
IRIS-SCORE-04911,virginica
IRIS-SCORE-04912,versicolor
IRIS-SCORE-04913,virginica
IRIS-SCORE-04914,versicolor
IRIS-SCORE-04915,versicolor
IRIS-SCORE-04916,virginica
IRIS-SCORE-04917,versicolor
IRIS-SCORE-04918,virginica
IRIS-SCORE-04919,virginica
IRIS-SCORE-04920,virginica
IRIS-SCORE-04921,versicolor
IRIS-SCORE-04922,versicolor
IRIS-SCORE-04923,virginica
IRIS-SCORE-04924,versicolor
IRIS-SCORE-04925,virginica
IRIS-SCORE-04926,versicolor
IRIS-SCORE-04927,virginica
IRIS-SCORE-04928,virginica
IRIS-SCORE-04929,versicolor
IRIS-SCORE-04930,virginica
IRIS-SCORE-04931,virginica
IRIS-SCORE-04932,virginica
IRIS-SCORE-04933,versicolor
IRIS-SCORE-04934,versicolor
IRIS-SCORE-04935,versicolor
IRIS-SCORE-04936,versicolor
IRIS-SCORE-04937,versicolor
IRIS-SCORE-04938,versicolor
IRIS-SCORE-04939,virginica
IRIS-SCORE-04940,virginica
IRIS-SCORE-04941,versicolor
IRIS-SCORE-04942,versicolor
IRIS-SCORE-04943,virginica
IRIS-SCORE-04944,versicolor
IRIS-SCORE-04945,virginica
IRIS-SCORE-04946,virginica
IRIS-SCORE-04947,versicolor
IRIS-SCORE-04948,versicolor
IRIS-SCORE-04949,virginica
IRIS-SCORE-04950,virginica
IRIS-SCORE-04951,versicolor
IRIS-SCORE-04952,versicolor
IRIS-SCORE-04953,virginica
IRIS-SCORE-04954,versicolor
IRIS-SCORE-04955,virginica
IRIS-SCORE-04956,versicolor
IRIS-SCORE-04957,versicolor
IRIS-SCORE-04958,virginica
IRIS-SCORE-04959,versicolor
IRIS-SCORE-04960,virginica
IRIS-SCORE-04961,virginica
IRIS-SCORE-04962,versicolor
IRIS-SCORE-04963,virginica
IRIS-SCORE-04964,virginica
IRIS-SCORE-04965,versicolor
IRIS-SCORE-04966,virginica
IRIS-SCORE-04967,versicolor
IRIS-SCORE-04968,versicolor
IRIS-SCORE-04969,versicolor
IRIS-SCORE-04970,virginica
IRIS-SCORE-04971,virginica
IRIS-SCORE-04972,versicolor
IRIS-SCORE-04973,versicolor
IRIS-SCORE-04974,virginica
IRIS-SCORE-04975,virginica
IRIS-SCORE-04976,virginica
IRIS-SCORE-04977,versicolor
IRIS-SCORE-04978,virginica
IRIS-SCORE-04979,versicolor
IRIS-SCORE-04980,virginica
IRIS-SCORE-04981,virginica
IRIS-SCORE-04982,virginica
IRIS-SCORE-04983,virginica
IRIS-SCORE-04984,versicolor
IRIS-SCORE-04985,versicolor
IRIS-SCORE-04986,versicolor
IRIS-SCORE-04987,versicolor
IRIS-SCORE-04988,versicolor
IRIS-SCORE-04989,virginica
IRIS-SCORE-04990,versicolor
IRIS-SCORE-04991,virginica
IRIS-SCORE-04992,virginica
IRIS-SCORE-04993,virginica
IRIS-SCORE-04994,virginica
IRIS-SCORE-04995,virginica
IRIS-SCORE-04996,virginica
IRIS-SCORE-04997,virginica
IRIS-SCORE-04998,virginica
IRIS-SCORE-04999,versicolor
IRIS-SCORE-05000,virginica
IRIS-SCORE-05001,virginica
IRIS-SCORE-05002,versicolor
IRIS-SCORE-05003,versicolor
IRIS-SCORE-05004,versicolor
IRIS-SCORE-05005,versicolor
IRIS-SCORE-05006,virginica
IRIS-SCORE-05007,virginica
IRIS-SCORE-05008,versicolor
IRIS-SCORE-05009,versicolor
IRIS-SCORE-05010,virginica
IRIS-SCORE-05011,virginica
IRIS-SCORE-05012,virginica
IRIS-SCORE-05013,virginica
IRIS-SCORE-05014,virginica
IRIS-SCORE-05015,versicolor
IRIS-SCORE-05016,virginica
IRIS-SCORE-05017,virginica
IRIS-SCORE-05018,versicolor
IRIS-SCORE-05019,versicolor
IRIS-SCORE-05020,versicolor
IRIS-SCORE-05021,virginica
IRIS-SCORE-05022,virginica
IRIS-SCORE-05023,virginica
IRIS-SCORE-05024,virginica
IRIS-SCORE-05025,virginica
IRIS-SCORE-05026,versicolor
IRIS-SCORE-05027,versicolor
IRIS-SCORE-05028,versicolor
IRIS-SCORE-05029,versicolor
IRIS-SCORE-05030,versicolor
IRIS-SCORE-05031,versicolor
IRIS-SCORE-05032,virginica
IRIS-SCORE-05033,versicolor
IRIS-SCORE-05034,versicolor
IRIS-SCORE-05035,versicolor
IRIS-SCORE-05036,virginica
IRIS-SCORE-05037,virginica
IRIS-SCORE-05038,versicolor
IRIS-SCORE-05039,versicolor
IRIS-SCORE-05040,versicolor
IRIS-SCORE-05041,versicolor
IRIS-SCORE-05042,virginica
IRIS-SCORE-05043,versicolor
IRIS-SCORE-05044,versicolor
IRIS-SCORE-05045,virginica
IRIS-SCORE-05046,versicolor
IRIS-SCORE-05047,versicolor
IRIS-SCORE-05048,virginica
IRIS-SCORE-05049,virginica
IRIS-SCORE-05050,virginica
IRIS-SCORE-05051,virginica
IRIS-SCORE-05052,virginica
IRIS-SCORE-05053,versicolor
IRIS-SCORE-05054,versicolor
IRIS-SCORE-05055,versicolor
IRIS-SCORE-05056,versicolor
IRIS-SCORE-05057,virginica
IRIS-SCORE-05058,versicolor
IRIS-SCORE-05059,versicolor
IRIS-SCORE-05060,virginica
IRIS-SCORE-05061,virginica
IRIS-SCORE-05062,virginica
IRIS-SCORE-05063,virginica
IRIS-SCORE-05064,versicolor
IRIS-SCORE-05065,versicolor
IRIS-SCORE-05066,versicolor
IRIS-SCORE-05067,virginica
IRIS-SCORE-05068,versicolor
IRIS-SCORE-05069,virginica
IRIS-SCORE-05070,virginica
IRIS-SCORE-05071,virginica
IRIS-SCORE-05072,virginica
IRIS-SCORE-05073,versicolor
IRIS-SCORE-05074,virginica
IRIS-SCORE-05075,virginica
IRIS-SCORE-05076,virginica
IRIS-SCORE-05077,virginica
IRIS-SCORE-05078,virginica
IRIS-SCORE-05079,versicolor
IRIS-SCORE-05080,virginica
IRIS-SCORE-05081,virginica
IRIS-SCORE-05082,virginica
IRIS-SCORE-05083,versicolor
IRIS-SCORE-05084,versicolor
IRIS-SCORE-05085,virginica
IRIS-SCORE-05086,versicolor
IRIS-SCORE-05087,virginica
IRIS-SCORE-05088,virginica
IRIS-SCORE-05089,versicolor
IRIS-SCORE-05090,virginica
IRIS-SCORE-05091,versicolor
IRIS-SCORE-05092,versicolor
IRIS-SCORE-05093,virginica
IRIS-SCORE-05094,versicolor
IRIS-SCORE-05095,virginica
IRIS-SCORE-05096,versicolor
IRIS-SCORE-05097,versicolor
IRIS-SCORE-05098,versicolor
IRIS-SCORE-05099,versicolor
IRIS-SCORE-05100,virginica
IRIS-SCORE-05101,versicolor
IRIS-SCORE-05102,versicolor
IRIS-SCORE-05103,virginica
IRIS-SCORE-05104,virginica
IRIS-SCORE-05105,virginica
IRIS-SCORE-05106,virginica
IRIS-SCORE-05107,virginica
IRIS-SCORE-05108,virginica
IRIS-SCORE-05109,virginica
IRIS-SCORE-05110,virginica
IRIS-SCORE-05111,versicolor
IRIS-SCORE-05112,virginica
IRIS-SCORE-05113,virginica
IRIS-SCORE-05114,versicolor
IRIS-SCORE-05115,versicolor
IRIS-SCORE-05116,versicolor
IRIS-SCORE-05117,versicolor
IRIS-SCORE-05118,virginica
IRIS-SCORE-05119,virginica
IRIS-SCORE-05120,versicolor
IRIS-SCORE-05121,versicolor
IRIS-SCORE-05122,virginica
IRIS-SCORE-05123,versicolor
IRIS-SCORE-05124,versicolor
IRIS-SCORE-05125,versicolor
IRIS-SCORE-05126,virginica
IRIS-SCORE-05127,versicolor
IRIS-SCORE-05128,virginica
IRIS-SCORE-05129,virginica
IRIS-SCORE-05130,virginica
IRIS-SCORE-05131,versicolor
IRIS-SCORE-05132,virginica
IRIS-SCORE-05133,versicolor
IRIS-SCORE-05134,virginica
IRIS-SCORE-05135,versicolor
IRIS-SCORE-05136,versicolor
IRIS-SCORE-05137,virginica
IRIS-SCORE-05138,virginica
IRIS-SCORE-05139,virginica
IRIS-SCORE-05140,virginica
IRIS-SCORE-05141,virginica
IRIS-SCORE-05142,virginica
IRIS-SCORE-05143,versicolor
IRIS-SCORE-05144,virginica
IRIS-SCORE-05145,virginica
IRIS-SCORE-05146,versicolor
IRIS-SCORE-05147,virginica
IRIS-SCORE-05148,virginica
IRIS-SCORE-05149,versicolor
IRIS-SCORE-05150,versicolor
IRIS-SCORE-05151,versicolor
IRIS-SCORE-05152,virginica
IRIS-SCORE-05153,versicolor
IRIS-SCORE-05154,versicolor
IRIS-SCORE-05155,versicolor
IRIS-SCORE-05156,virginica
IRIS-SCORE-05157,versicolor
IRIS-SCORE-05158,virginica
IRIS-SCORE-05159,virginica
IRIS-SCORE-05160,versicolor
IRIS-SCORE-05161,versicolor
IRIS-SCORE-05162,virginica
IRIS-SCORE-05163,versicolor
IRIS-SCORE-05164,versicolor
IRIS-SCORE-05165,virginica
IRIS-SCORE-05166,virginica
IRIS-SCORE-05167,virginica
IRIS-SCORE-05168,versicolor
IRIS-SCORE-05169,versicolor
IRIS-SCORE-05170,virginica
IRIS-SCORE-05171,virginica
IRIS-SCORE-05172,versicolor
IRIS-SCORE-05173,versicolor
IRIS-SCORE-05174,versicolor
IRIS-SCORE-05175,versicolor
IRIS-SCORE-05176,virginica
IRIS-SCORE-05177,virginica
IRIS-SCORE-05178,versicolor
IRIS-SCORE-05179,versicolor
IRIS-SCORE-05180,versicolor
IRIS-SCORE-05181,virginica
IRIS-SCORE-05182,virginica
IRIS-SCORE-05183,virginica
IRIS-SCORE-05184,versicolor
IRIS-SCORE-05185,virginica
IRIS-SCORE-05186,versicolor
IRIS-SCORE-05187,virginica
IRIS-SCORE-05188,versicolor
IRIS-SCORE-05189,virginica
IRIS-SCORE-05190,virginica
IRIS-SCORE-05191,virginica
IRIS-SCORE-05192,virginica
IRIS-SCORE-05193,virginica
IRIS-SCORE-05194,versicolor
IRIS-SCORE-05195,versicolor
IRIS-SCORE-05196,virginica
IRIS-SCORE-05197,virginica
IRIS-SCORE-05198,virginica
IRIS-SCORE-05199,versicolor
IRIS-SCORE-05200,versicolor
IRIS-SCORE-05201,virginica
IRIS-SCORE-05202,versicolor
IRIS-SCORE-05203,versicolor
IRIS-SCORE-05204,versicolor
IRIS-SCORE-05205,versicolor
IRIS-SCORE-05206,versicolor
IRIS-SCORE-05207,virginica
IRIS-SCORE-05208,virginica
IRIS-SCORE-05209,virginica
IRIS-SCORE-05210,versicolor
IRIS-SCORE-05211,versicolor
IRIS-SCORE-05212,virginica
IRIS-SCORE-05213,versicolor
IRIS-SCORE-05214,versicolor
IRIS-SCORE-05215,versicolor
IRIS-SCORE-05216,versicolor
IRIS-SCORE-05217,virginica
IRIS-SCORE-05218,virginica
IRIS-SCORE-05219,virginica
IRIS-SCORE-05220,versicolor
IRIS-SCORE-05221,virginica
IRIS-SCORE-05222,virginica
IRIS-SCORE-05223,versicolor
IRIS-SCORE-05224,versicolor
IRIS-SCORE-05225,virginica
IRIS-SCORE-05226,virginica
IRIS-SCORE-05227,versicolor
IRIS-SCORE-05228,versicolor
IRIS-SCORE-05229,versicolor
IRIS-SCORE-05230,virginica
IRIS-SCORE-05231,virginica
IRIS-SCORE-05232,virginica
IRIS-SCORE-05233,versicolor
IRIS-SCORE-05234,virginica
IRIS-SCORE-05235,versicolor
IRIS-SCORE-05236,versicolor
IRIS-SCORE-05237,versicolor
IRIS-SCORE-05238,versicolor
IRIS-SCORE-05239,virginica
IRIS-SCORE-05240,versicolor
IRIS-SCORE-05241,versicolor
IRIS-SCORE-05242,virginica
IRIS-SCORE-05243,versicolor
IRIS-SCORE-05244,versicolor
IRIS-SCORE-05245,virginica
IRIS-SCORE-05246,versicolor
IRIS-SCORE-05247,virginica
IRIS-SCORE-05248,versicolor
IRIS-SCORE-05249,versicolor
IRIS-SCORE-05250,versicolor
IRIS-SCORE-05251,versicolor
IRIS-SCORE-05252,versicolor
IRIS-SCORE-05253,versicolor
IRIS-SCORE-05254,virginica
IRIS-SCORE-05255,versicolor
IRIS-SCORE-05256,versicolor
IRIS-SCORE-05257,virginica
IRIS-SCORE-05258,versicolor
IRIS-SCORE-05259,versicolor
IRIS-SCORE-05260,virginica
IRIS-SCORE-05261,virginica
IRIS-SCORE-05262,virginica
IRIS-SCORE-05263,versicolor
IRIS-SCORE-05264,virginica
IRIS-SCORE-05265,virginica
IRIS-SCORE-05266,versicolor
IRIS-SCORE-05267,virginica
IRIS-SCORE-05268,virginica
IRIS-SCORE-05269,versicolor
IRIS-SCORE-05270,virginica
IRIS-SCORE-05271,versicolor
IRIS-SCORE-05272,versicolor
IRIS-SCORE-05273,virginica
IRIS-SCORE-05274,virginica
IRIS-SCORE-05275,virginica
IRIS-SCORE-05276,virginica
IRIS-SCORE-05277,versicolor
IRIS-SCORE-05278,versicolor
IRIS-SCORE-05279,virginica
IRIS-SCORE-05280,virginica
IRIS-SCORE-05281,virginica
IRIS-SCORE-05282,virginica
IRIS-SCORE-05283,versicolor
IRIS-SCORE-05284,virginica
IRIS-SCORE-05285,virginica
IRIS-SCORE-05286,virginica
IRIS-SCORE-05287,virginica
IRIS-SCORE-05288,versicolor
IRIS-SCORE-05289,virginica
IRIS-SCORE-05290,versicolor
IRIS-SCORE-05291,versicolor
IRIS-SCORE-05292,versicolor
IRIS-SCORE-05293,virginica
IRIS-SCORE-05294,virginica
IRIS-SCORE-05295,virginica
IRIS-SCORE-05296,virginica
IRIS-SCORE-05297,virginica
IRIS-SCORE-05298,versicolor
IRIS-SCORE-05299,virginica
IRIS-SCORE-05300,virginica
IRIS-SCORE-05301,virginica
IRIS-SCORE-05302,versicolor
IRIS-SCORE-05303,virginica
IRIS-SCORE-05304,versicolor
IRIS-SCORE-05305,versicolor
IRIS-SCORE-05306,versicolor
IRIS-SCORE-05307,versicolor
IRIS-SCORE-05308,virginica
IRIS-SCORE-05309,versicolor
IRIS-SCORE-05310,versicolor
IRIS-SCORE-05311,virginica
IRIS-SCORE-05312,virginica
IRIS-SCORE-05313,virginica
IRIS-SCORE-05314,versicolor
IRIS-SCORE-05315,virginica
IRIS-SCORE-05316,virginica
IRIS-SCORE-05317,versicolor
IRIS-SCORE-05318,virginica
IRIS-SCORE-05319,versicolor
IRIS-SCORE-05320,virginica
IRIS-SCORE-05321,versicolor
IRIS-SCORE-05322,virginica
IRIS-SCORE-05323,virginica
IRIS-SCORE-05324,versicolor
IRIS-SCORE-05325,virginica
IRIS-SCORE-05326,virginica
IRIS-SCORE-05327,virginica
IRIS-SCORE-05328,virginica
IRIS-SCORE-05329,versicolor
IRIS-SCORE-05330,versicolor
IRIS-SCORE-05331,virginica
IRIS-SCORE-05332,virginica
IRIS-SCORE-05333,versicolor
IRIS-SCORE-05334,virginica
IRIS-SCORE-05335,versicolor
IRIS-SCORE-05336,versicolor
IRIS-SCORE-05337,versicolor
IRIS-SCORE-05338,versicolor
IRIS-SCORE-05339,virginica
IRIS-SCORE-05340,versicolor
IRIS-SCORE-05341,versicolor
IRIS-SCORE-05342,versicolor
IRIS-SCORE-05343,versicolor
IRIS-SCORE-05344,versicolor
IRIS-SCORE-05345,virginica
IRIS-SCORE-05346,virginica
IRIS-SCORE-05347,virginica
IRIS-SCORE-05348,versicolor
IRIS-SCORE-05349,versicolor
IRIS-SCORE-05350,versicolor
IRIS-SCORE-05351,virginica
IRIS-SCORE-05352,virginica
IRIS-SCORE-05353,virginica
IRIS-SCORE-05354,virginica
IRIS-SCORE-05355,virginica
IRIS-SCORE-05356,versicolor
IRIS-SCORE-05357,versicolor
IRIS-SCORE-05358,versicolor
IRIS-SCORE-05359,versicolor
IRIS-SCORE-05360,virginica
IRIS-SCORE-05361,versicolor
IRIS-SCORE-05362,virginica
IRIS-SCORE-05363,versicolor
IRIS-SCORE-05364,virginica
IRIS-SCORE-05365,virginica
IRIS-SCORE-05366,versicolor
IRIS-SCORE-05367,versicolor
IRIS-SCORE-05368,virginica
IRIS-SCORE-05369,versicolor
IRIS-SCORE-05370,versicolor
IRIS-SCORE-05371,versicolor
IRIS-SCORE-05372,versicolor
IRIS-SCORE-05373,versicolor
IRIS-SCORE-05374,virginica
IRIS-SCORE-05375,virginica
IRIS-SCORE-05376,versicolor
IRIS-SCORE-05377,virginica
IRIS-SCORE-05378,virginica
IRIS-SCORE-05379,versicolor
IRIS-SCORE-05380,virginica
IRIS-SCORE-05381,virginica
IRIS-SCORE-05382,versicolor
IRIS-SCORE-05383,virginica
IRIS-SCORE-05384,virginica
IRIS-SCORE-05385,versicolor
IRIS-SCORE-05386,virginica
IRIS-SCORE-05387,virginica
IRIS-SCORE-05388,versicolor
IRIS-SCORE-05389,virginica
IRIS-SCORE-05390,virginica
IRIS-SCORE-05391,versicolor
IRIS-SCORE-05392,virginica
IRIS-SCORE-05393,versicolor
IRIS-SCORE-05394,virginica
IRIS-SCORE-05395,virginica
IRIS-SCORE-05396,virginica
IRIS-SCORE-05397,virginica
IRIS-SCORE-05398,versicolor
IRIS-SCORE-05399,virginica
IRIS-SCORE-05400,virginica
IRIS-SCORE-05401,versicolor
IRIS-SCORE-05402,virginica
IRIS-SCORE-05403,versicolor
IRIS-SCORE-05404,virginica
IRIS-SCORE-05405,versicolor
IRIS-SCORE-05406,versicolor
IRIS-SCORE-05407,virginica
IRIS-SCORE-05408,versicolor
IRIS-SCORE-05409,versicolor
IRIS-SCORE-05410,versicolor
IRIS-SCORE-05411,versicolor
IRIS-SCORE-05412,virginica
IRIS-SCORE-05413,versicolor
IRIS-SCORE-05414,versicolor
IRIS-SCORE-05415,versicolor
IRIS-SCORE-05416,virginica
IRIS-SCORE-05417,virginica
IRIS-SCORE-05418,versicolor
IRIS-SCORE-05419,virginica
IRIS-SCORE-05420,virginica
IRIS-SCORE-05421,versicolor
IRIS-SCORE-05422,versicolor
IRIS-SCORE-05423,virginica
IRIS-SCORE-05424,versicolor
IRIS-SCORE-05425,versicolor
IRIS-SCORE-05426,versicolor
IRIS-SCORE-05427,versicolor
IRIS-SCORE-05428,versicolor
IRIS-SCORE-05429,versicolor
IRIS-SCORE-05430,versicolor
IRIS-SCORE-05431,versicolor
IRIS-SCORE-05432,virginica
IRIS-SCORE-05433,versicolor
IRIS-SCORE-05434,versicolor
IRIS-SCORE-05435,virginica
IRIS-SCORE-05436,versicolor
IRIS-SCORE-05437,versicolor
IRIS-SCORE-05438,versicolor
IRIS-SCORE-05439,versicolor
IRIS-SCORE-05440,virginica
IRIS-SCORE-05441,versicolor
IRIS-SCORE-05442,versicolor
IRIS-SCORE-05443,versicolor
IRIS-SCORE-05444,virginica
IRIS-SCORE-05445,virginica
IRIS-SCORE-05446,virginica
IRIS-SCORE-05447,virginica
IRIS-SCORE-05448,versicolor
IRIS-SCORE-05449,versicolor
IRIS-SCORE-05450,versicolor
IRIS-SCORE-05451,virginica
IRIS-SCORE-05452,versicolor
IRIS-SCORE-05453,versicolor
IRIS-SCORE-05454,virginica
IRIS-SCORE-05455,virginica
IRIS-SCORE-05456,virginica
IRIS-SCORE-05457,virginica
IRIS-SCORE-05458,virginica
IRIS-SCORE-05459,virginica
IRIS-SCORE-05460,versicolor
IRIS-SCORE-05461,versicolor
IRIS-SCORE-05462,versicolor
IRIS-SCORE-05463,versicolor
IRIS-SCORE-05464,virginica
IRIS-SCORE-05465,virginica
IRIS-SCORE-05466,virginica
IRIS-SCORE-05467,versicolor
IRIS-SCORE-05468,versicolor
IRIS-SCORE-05469,virginica
IRIS-SCORE-05470,versicolor
IRIS-SCORE-05471,virginica
IRIS-SCORE-05472,virginica
IRIS-SCORE-05473,virginica
IRIS-SCORE-05474,virginica
IRIS-SCORE-05475,virginica
IRIS-SCORE-05476,virginica
IRIS-SCORE-05477,virginica
IRIS-SCORE-05478,versicolor
IRIS-SCORE-05479,virginica
IRIS-SCORE-05480,virginica
IRIS-SCORE-05481,virginica
IRIS-SCORE-05482,virginica
IRIS-SCORE-05483,virginica
IRIS-SCORE-05484,versicolor
IRIS-SCORE-05485,versicolor
IRIS-SCORE-05486,virginica
IRIS-SCORE-05487,virginica
IRIS-SCORE-05488,versicolor
IRIS-SCORE-05489,versicolor
IRIS-SCORE-05490,versicolor
IRIS-SCORE-05491,virginica
IRIS-SCORE-05492,versicolor
IRIS-SCORE-05493,versicolor
IRIS-SCORE-05494,versicolor
IRIS-SCORE-05495,versicolor
IRIS-SCORE-05496,versicolor
IRIS-SCORE-05497,virginica
IRIS-SCORE-05498,versicolor
IRIS-SCORE-05499,versicolor
IRIS-SCORE-05500,versicolor
IRIS-SCORE-05501,virginica
IRIS-SCORE-05502,versicolor
IRIS-SCORE-05503,versicolor
IRIS-SCORE-05504,virginica
IRIS-SCORE-05505,versicolor
IRIS-SCORE-05506,versicolor
IRIS-SCORE-05507,virginica
IRIS-SCORE-05508,virginica
IRIS-SCORE-05509,virginica
IRIS-SCORE-05510,virginica
IRIS-SCORE-05511,versicolor
IRIS-SCORE-05512,virginica
IRIS-SCORE-05513,virginica
IRIS-SCORE-05514,virginica
IRIS-SCORE-05515,versicolor
IRIS-SCORE-05516,virginica
IRIS-SCORE-05517,virginica
IRIS-SCORE-05518,versicolor
IRIS-SCORE-05519,versicolor
IRIS-SCORE-05520,versicolor
IRIS-SCORE-05521,versicolor
IRIS-SCORE-05522,virginica
IRIS-SCORE-05523,virginica
IRIS-SCORE-05524,virginica
IRIS-SCORE-05525,virginica
IRIS-SCORE-05526,versicolor
IRIS-SCORE-05527,virginica
IRIS-SCORE-05528,virginica
IRIS-SCORE-05529,virginica
IRIS-SCORE-05530,versicolor
IRIS-SCORE-05531,virginica
IRIS-SCORE-05532,versicolor
IRIS-SCORE-05533,virginica
IRIS-SCORE-05534,virginica
IRIS-SCORE-05535,versicolor
IRIS-SCORE-05536,virginica
IRIS-SCORE-05537,versicolor
IRIS-SCORE-05538,virginica
IRIS-SCORE-05539,virginica
IRIS-SCORE-05540,versicolor
IRIS-SCORE-05541,versicolor
IRIS-SCORE-05542,versicolor
IRIS-SCORE-05543,versicolor
IRIS-SCORE-05544,virginica
IRIS-SCORE-05545,versicolor
IRIS-SCORE-05546,virginica
IRIS-SCORE-05547,virginica
IRIS-SCORE-05548,virginica
IRIS-SCORE-05549,virginica
IRIS-SCORE-05550,virginica
IRIS-SCORE-05551,virginica
IRIS-SCORE-05552,virginica
IRIS-SCORE-05553,virginica
IRIS-SCORE-05554,virginica
IRIS-SCORE-05555,virginica
IRIS-SCORE-05556,versicolor
IRIS-SCORE-05557,versicolor
IRIS-SCORE-05558,versicolor
IRIS-SCORE-05559,virginica
IRIS-SCORE-05560,virginica
IRIS-SCORE-05561,versicolor
IRIS-SCORE-05562,versicolor
IRIS-SCORE-05563,versicolor
IRIS-SCORE-05564,virginica
IRIS-SCORE-05565,versicolor
IRIS-SCORE-05566,versicolor
IRIS-SCORE-05567,versicolor
IRIS-SCORE-05568,versicolor
IRIS-SCORE-05569,virginica
IRIS-SCORE-05570,virginica
IRIS-SCORE-05571,virginica
IRIS-SCORE-05572,versicolor
IRIS-SCORE-05573,versicolor
IRIS-SCORE-05574,versicolor
IRIS-SCORE-05575,virginica
IRIS-SCORE-05576,virginica
IRIS-SCORE-05577,versicolor
IRIS-SCORE-05578,virginica
IRIS-SCORE-05579,virginica
IRIS-SCORE-05580,virginica
IRIS-SCORE-05581,virginica
IRIS-SCORE-05582,virginica
IRIS-SCORE-05583,versicolor
IRIS-SCORE-05584,versicolor
IRIS-SCORE-05585,versicolor
IRIS-SCORE-05586,virginica
IRIS-SCORE-05587,virginica
IRIS-SCORE-05588,versicolor
IRIS-SCORE-05589,versicolor
IRIS-SCORE-05590,virginica
IRIS-SCORE-05591,versicolor
IRIS-SCORE-05592,versicolor
IRIS-SCORE-05593,virginica
IRIS-SCORE-05594,virginica
IRIS-SCORE-05595,virginica
IRIS-SCORE-05596,virginica
IRIS-SCORE-05597,virginica
IRIS-SCORE-05598,versicolor
IRIS-SCORE-05599,versicolor
IRIS-SCORE-05600,virginica
IRIS-SCORE-05601,virginica
IRIS-SCORE-05602,virginica
IRIS-SCORE-05603,virginica
IRIS-SCORE-05604,virginica
