customer_id,snapshot_month,region,acquisition_channel,customer_segment,plan_type,age,tenure_months,household_income,credit_score,monthly_fee,avg_monthly_usage_gb,app_sessions_30d,support_tickets_90d,late_payments_12m,discount_pct,data_overage_charges,competitor_price_index,nps_score
CHURN-SCORE-05914,2026-07,north,organic,senior,basic,74,36,30687.03,697,30.66,48.82,19,2,0,0,1.22,0.987,40
CHURN-SCORE-05915,2026-08,east,referral,young_professional,premium,34,90,63505.92,687,101.13,218.69,46,1,0,0,8.85,1.046,42
CHURN-SCORE-05916,2026-09,south,paid_search,family,basic,47,5,60264.75,603,40.28,75.29,31,1,0,12.45,6.47,0.941,33
CHURN-SCORE-05917,2026-07,central,retail,senior,standard,84,29,56045.58,758,36.29,69.33,31,0,0,18.2,0.51,0.91,39
CHURN-SCORE-05918,2026-08,north,partner,family,standard,36,43,88823.77,719,66.49,138.5,35,1,0,11.77,3.29,1.02,14
CHURN-SCORE-05919,2026-09,south,organic,family,standard,49,33,52591.7,700,64.16,124.83,41,1,1,0,4.68,1.153,35
CHURN-SCORE-05920,2026-07,north,partner,family,standard,45,17,88150.69,774,67.96,122.04,29,0,0,7.25,0,1.022,45
CHURN-SCORE-05921,2026-08,north,organic,family,premium,42,50,39687.28,694,100.17,239.15,46,1,1,0,8.02,0.997,61
CHURN-SCORE-05922,2026-09,west,paid_search,senior,standard,59,51,61860.76,563,33.28,95.57,37,1,0,21.41,0.43,0.896,24
CHURN-SCORE-05923,2026-07,east,referral,small_business,business,36,19,81661.82,711,198.35,346.27,83,2,0,3.16,10.94,1.208,23
CHURN-SCORE-05924,2026-08,south,partner,family,standard,54,21,56260.23,577,72.04,140.55,36,2,0,3.73,9.74,1.098,41
CHURN-SCORE-05925,2026-09,west,referral,student,standard,34,25,39950.48,650,54.04,142.72,36,1,1,5.21,3.41,0.947,52
CHURN-SCORE-05926,2026-07,north,partner,young_professional,premium,25,11,60585.7,727,76.7,246.96,62,1,1,22.94,18.5,0.903,23
CHURN-SCORE-05927,2026-08,south,retail,family,premium,33,9,51028.15,665,77.33,271.92,63,0,1,19.13,20.58,0.882,67
CHURN-SCORE-05928,2026-09,south,referral,young_professional,premium,25,53,63310.0,603,78.27,183.32,58,2,0,4.25,0,0.891,27
CHURN-SCORE-05929,2026-07,north,partner,student,basic,25,10,38049.02,560,20.86,64.42,14,2,1,0,1.59,0.95,26
CHURN-SCORE-05930,2026-08,east,partner,student,premium,32,12,37659.15,481,56.02,175.12,48,0,2,7.17,0,0.811,32
CHURN-SCORE-05931,2026-09,west,organic,family,premium,47,12,107099.01,688,108.36,223.44,62,0,1,11.68,6.44,1.008,39
CHURN-SCORE-05932,2026-07,central,partner,student,standard,19,119,23075.14,746,48.03,120.5,39,0,1,6.56,0.69,0.858,29
CHURN-SCORE-05933,2026-08,west,organic,senior,business,79,49,68040.22,668,120.39,164.5,42,1,1,0,0,0.967,64
CHURN-SCORE-05934,2026-09,east,organic,senior,premium,69,23,51886.43,618,60.59,64.5,22,1,0,13.62,0.65,0.863,35
CHURN-SCORE-05935,2026-07,west,organic,student,standard,18,41,21000.24,725,43.55,157.11,50,1,2,18.84,7.89,0.881,79
CHURN-SCORE-05936,2026-08,central,paid_search,young_professional,standard,23,26,65339.73,562,54.11,125.84,26,0,0,21.42,2.15,1.027,43
CHURN-SCORE-05937,2026-09,north,organic,young_professional,premium,27,14,76629.55,733,93.06,174.06,47,0,0,0.73,0,1.067,55
CHURN-SCORE-05938,2026-07,north,retail,young_professional,basic,41,30,49021.66,600,34.68,60.35,26,0,0,19.4,0,0.838,20
CHURN-SCORE-05939,2026-08,north,retail,senior,basic,84,54,43135.91,646,30.71,30.92,29,2,1,19.88,0,0.885,40
CHURN-SCORE-05940,2026-09,west,retail,small_business,standard,55,25,116823.99,717,77.45,177.69,47,0,0,21.99,21.2,0.922,46
CHURN-SCORE-05941,2026-07,east,retail,young_professional,standard,48,104,55838.09,696,41.24,99.57,31,0,0,16.41,0,0.949,73
CHURN-SCORE-05942,2026-08,central,organic,young_professional,premium,33,42,43829.17,797,82.82,224.54,49,1,0,12.19,11.48,0.824,100
CHURN-SCORE-05943,2026-09,west,referral,family,premium,38,12,54306.97,561,103.59,291.92,81,0,0,5.82,35.93,1.131,46
CHURN-SCORE-05944,2026-07,east,organic,young_professional,business,32,50,59043.97,649,143.23,259.14,65,1,0,0,0,1.089,50
CHURN-SCORE-05945,2026-08,west,referral,small_business,business,45,61,89802.85,664,211.29,425.44,103,0,0,0,41.14,1.202,52
CHURN-SCORE-05946,2026-09,north,partner,family,basic,48,19,79520.1,621,43.35,73.73,22,1,0,3.17,2.77,1.053,67
CHURN-SCORE-05947,2026-07,north,organic,senior,basic,82,104,60092.03,774,30.13,42.23,12,2,0,2.82,0.82,0.758,77
CHURN-SCORE-05948,2026-08,north,retail,young_professional,business,26,34,50134.73,693,100.94,272.67,72,1,0,19.54,0.9,0.844,55
CHURN-SCORE-05949,2026-09,south,partner,young_professional,premium,26,18,65152.05,623,85.2,165.16,37,1,2,4.14,4.4,0.946,33
CHURN-SCORE-05950,2026-07,central,paid_search,young_professional,standard,25,7,51779.12,688,55.97,109.64,49,0,0,16.77,1.9,0.998,67
CHURN-SCORE-05951,2026-08,west,paid_search,family,standard,45,13,83744.75,670,51.44,142.77,45,0,1,27.12,8.63,0.915,65
CHURN-SCORE-05952,2026-09,central,organic,young_professional,standard,26,25,75757.62,655,65.67,147.83,61,0,0,0,16.22,0.995,42
CHURN-SCORE-05953,2026-07,south,organic,family,basic,39,50,99119.0,755,49.81,88.91,21,2,0,5.07,12.09,1.083,24
CHURN-SCORE-05954,2026-08,south,retail,student,basic,27,22,31271.26,588,21.0,53.84,24,1,1,27.79,1.32,0.856,31
CHURN-SCORE-05955,2026-09,north,paid_search,senior,premium,51,38,50719.2,630,60.57,93.54,25,1,1,18.77,0,0.761,54
CHURN-SCORE-05956,2026-07,east,organic,student,premium,28,40,18000,679,73.89,199.11,46,0,0,0,3.07,0.995,53
CHURN-SCORE-05957,2026-08,west,paid_search,small_business,premium,46,9,107298.49,755,110.27,291.9,73,3,0,26.98,32.33,0.972,40
CHURN-SCORE-05958,2026-09,south,partner,student,basic,18,42,18825.71,644,31.05,87.02,14,0,0,6.07,9.31,1.073,75
CHURN-SCORE-05959,2026-07,west,organic,family,premium,31,23,105877.97,643,107.55,220.92,45,0,0,4.05,14.41,1.053,47
CHURN-SCORE-05960,2026-08,east,partner,family,standard,29,15,71526.72,776,75.05,78.59,12,0,0,0,0,1.095,38
CHURN-SCORE-05961,2026-09,west,organic,family,premium,58,31,88782.02,775,101.77,275.36,67,1,0,6.27,15.81,0.95,84
CHURN-SCORE-05962,2026-07,west,partner,student,premium,34,37,56338.4,693,62.34,245.27,56,1,0,16.5,21.12,0.863,30
CHURN-SCORE-05963,2026-08,north,referral,student,basic,24,19,35961.19,678,30.98,62.0,29,1,0,20.05,3.76,0.823,78
CHURN-SCORE-05964,2026-09,south,partner,family,premium,46,54,77130.89,574,98.43,227.44,35,0,2,0,10.11,1.005,49
CHURN-SCORE-05965,2026-07,east,referral,young_professional,standard,34,102,57058.58,703,67.3,121.27,24,0,1,0,4.62,1.007,64
CHURN-SCORE-05966,2026-08,north,retail,young_professional,premium,37,40,88776.08,629,77.43,183.18,45,0,1,18.34,0.59,0.897,59
CHURN-SCORE-05967,2026-09,central,paid_search,family,basic,22,80,59704.97,702,39.49,83.33,31,0,0,14.85,11.17,1.072,31
CHURN-SCORE-05968,2026-07,east,organic,young_professional,standard,22,27,63149.33,631,59.5,137.86,29,0,1,1.87,4.97,1.093,73
CHURN-SCORE-05969,2026-08,south,paid_search,family,standard,36,27,56000.16,574,45.9,149.35,34,0,2,17.88,9.77,0.822,29
CHURN-SCORE-05970,2026-09,north,organic,young_professional,standard,31,47,66054.95,570,54.16,93.73,32,0,0,8.86,2.2,0.962,43
CHURN-SCORE-05971,2026-07,south,paid_search,family,standard,50,7,48625.53,694,61.04,116.31,39,0,0,14.32,0.34,1.048,42
CHURN-SCORE-05972,2026-08,east,partner,young_professional,premium,45,79,61113.21,647,84.5,212.22,41,0,0,8.18,8.11,1.057,54
CHURN-SCORE-05973,2026-09,south,organic,family,basic,38,11,79745.71,652,38.28,76.68,29,1,1,8.32,3.82,1.157,35
CHURN-SCORE-05974,2026-07,east,retail,student,basic,31,16,49921.11,664,23.62,60.49,29,2,0,7.56,0,1.004,37
CHURN-SCORE-05975,2026-08,south,referral,young_professional,basic,25,25,66253.6,726,35.93,60.04,9,0,1,9.72,1.42,0.932,27
CHURN-SCORE-05976,2026-09,north,retail,family,basic,48,20,71730.48,627,29.27,81.25,32,1,0,24.85,5.71,1.047,25
CHURN-SCORE-05977,2026-07,south,retail,student,premium,32,24,34388.18,706,56.14,216.82,50,0,0,15.69,5.03,0.794,38
CHURN-SCORE-05978,2026-08,west,paid_search,student,basic,28,66,68311.14,715,31.48,69.28,4,0,0,12.92,3.73,0.99,53
CHURN-SCORE-05979,2026-09,west,partner,student,basic,24,11,18000,745,37.57,81.99,23,1,0,0,4.62,0.977,2
CHURN-SCORE-05980,2026-07,east,partner,young_professional,premium,31,76,68334.35,696,95.22,166.94,44,1,0,7.66,0,0.84,53
CHURN-SCORE-05981,2026-08,south,organic,young_professional,premium,29,52,67679.34,697,83.29,185.67,66,0,0,7.08,0,0.826,38
CHURN-SCORE-05982,2026-09,central,retail,small_business,business,62,47,75003.14,751,215.79,382.56,88,1,1,7.34,10.81,1.256,34
CHURN-SCORE-05983,2026-07,central,paid_search,student,business,24,68,30910.89,710,73.45,324.06,70,2,0,19.64,8.78,0.82,94
CHURN-SCORE-05984,2026-08,central,referral,young_professional,premium,34,72,99930.14,757,84.53,160.79,31,1,0,7.73,0.09,1.01,60
CHURN-SCORE-05985,2026-09,north,partner,student,basic,24,35,30345.4,603,33.25,64.42,19,0,2,5.38,0.92,0.932,37
CHURN-SCORE-05986,2026-07,north,paid_search,family,premium,35,46,61332.87,671,81.81,182.98,40,0,0,17.11,0,1.052,52
CHURN-SCORE-05987,2026-08,east,organic,small_business,business,55,30,81832.74,649,188.88,449.46,104,0,3,9.68,36.76,1.268,28
CHURN-SCORE-05988,2026-09,west,organic,senior,basic,70,97,62320.29,689,32.22,29.33,23,1,1,7.13,1.62,0.984,45
CHURN-SCORE-05989,2026-07,central,paid_search,young_professional,basic,33,6,76421.78,683,44.81,56.91,23,1,1,12.57,1.26,0.79,63
CHURN-SCORE-05990,2026-08,west,paid_search,young_professional,premium,38,4,76302.16,560,69.25,200.66,41,0,0,27.11,8.02,0.895,48
CHURN-SCORE-05991,2026-09,east,organic,young_professional,premium,39,20,58814.7,724,82.17,207.1,57,2,0,13.84,4.22,1.07,64
CHURN-SCORE-05992,2026-07,south,paid_search,senior,business,64,8,57112.91,680,96.76,147.95,35,1,0,12.56,0,0.84,34
CHURN-SCORE-05993,2026-08,east,organic,family,standard,40,19,68320.94,608,60.83,112.02,22,0,2,5.73,0.26,0.927,67
CHURN-SCORE-05994,2026-09,west,referral,student,basic,24,120,47472.89,599,33.21,81.92,27,0,0,0.04,3.09,0.833,47
CHURN-SCORE-05995,2026-07,south,partner,family,standard,37,94,71960.42,702,69.35,139.28,49,0,0,3.7,4.38,0.919,44
CHURN-SCORE-05996,2026-08,west,retail,young_professional,standard,29,15,94397.95,640,52.04,117.59,36,0,0,28.6,0,1.005,65
CHURN-SCORE-05997,2026-09,east,paid_search,senior,business,53,19,66218.85,767,102.25,140.18,42,1,0,11.21,1.27,0.847,69
CHURN-SCORE-05998,2026-07,south,partner,family,standard,54,56,76206.54,644,63.97,99.44,41,0,1,9.07,0,0.986,62
CHURN-SCORE-05999,2026-08,south,retail,young_professional,premium,41,15,46104.7,614,74.75,186.24,40,1,1,12.49,3.22,0.961,51
CHURN-SCORE-06000,2026-09,central,organic,young_professional,basic,28,12,59741.76,669,41.06,75.26,31,1,0,5.02,7.3,0.92,22
CHURN-SCORE-06001,2026-07,west,organic,senior,premium,66,19,34867.09,681,84.24,84.87,33,1,0,0,1.27,0.889,69
CHURN-SCORE-06002,2026-08,south,partner,small_business,business,48,31,109418.29,754,173.13,438.85,115,4,0,11.25,63.82,1.144,2
CHURN-SCORE-06003,2026-09,west,partner,family,premium,27,30,86571.59,720,99.31,285.52,80,0,0,7.3,18.21,0.994,58
CHURN-SCORE-06004,2026-07,south,retail,family,standard,47,15,49745.45,643,58.74,131.12,39,0,0,10.87,1.09,0.777,49
CHURN-SCORE-06005,2026-08,east,retail,young_professional,basic,32,36,73555.48,670,41.47,63.75,24,0,0,8.38,0,1.04,79
CHURN-SCORE-06006,2026-09,north,organic,young_professional,premium,18,31,53982.4,597,85.38,187.49,49,1,2,1.04,2.86,0.848,73
CHURN-SCORE-06007,2026-07,east,paid_search,student,standard,37,24,18293.58,609,46.86,71.01,26,1,0,10.01,1.81,0.802,68
CHURN-SCORE-06008,2026-08,north,organic,family,premium,38,36,69217.64,736,90.58,245.27,58,0,1,12.2,7.61,0.842,26
CHURN-SCORE-06009,2026-09,east,retail,family,basic,37,18,77687.7,698,39.9,81.4,31,0,1,15.03,2.25,0.782,32
CHURN-SCORE-06010,2026-07,west,partner,small_business,business,48,34,129289.24,640,213.29,459.11,101,0,0,7.43,65.44,1.264,29
CHURN-SCORE-06011,2026-08,west,organic,family,premium,50,22,83993.12,711,92.3,256.38,52,2,0,15.09,13.19,0.928,47
CHURN-SCORE-06012,2026-09,south,referral,small_business,premium,41,29,81909.43,716,139.7,223.66,61,2,0,2.43,4.88,1.233,57
CHURN-SCORE-06013,2026-07,west,organic,small_business,premium,50,32,110370.59,545,143.62,272.19,55,4,3,5.93,15.84,1.264,21
CHURN-SCORE-06014,2026-08,north,organic,small_business,business,63,84,92001.82,757,181.75,356.38,70,1,0,9.48,5.5,1.084,80
CHURN-SCORE-06015,2026-09,west,paid_search,senior,standard,59,8,59412.45,574,43.25,42.78,9,0,0,19.48,0,0.905,50
CHURN-SCORE-06016,2026-07,east,organic,young_professional,premium,32,50,57313.12,655,77.11,128.2,40,0,0,9.05,3.83,0.914,37
CHURN-SCORE-06017,2026-08,south,paid_search,family,standard,52,18,60937.42,664,42.44,129.38,49,1,0,36.51,4.91,0.902,26
CHURN-SCORE-06018,2026-09,south,retail,family,premium,52,34,59727.66,665,77.08,209.78,46,0,2,18.71,8.86,1.0,45
CHURN-SCORE-06019,2026-07,south,partner,young_professional,premium,36,23,92271.96,657,61.69,157.19,37,1,0,17.75,0,0.763,22
CHURN-SCORE-06020,2026-08,south,paid_search,young_professional,standard,39,27,30535.97,717,50.05,96.36,22,1,0,11.98,0,1.001,55
CHURN-SCORE-06021,2026-09,east,paid_search,young_professional,standard,46,60,49183.92,694,47.11,125.08,38,0,0,15.42,2.23,0.714,53
CHURN-SCORE-06022,2026-07,east,organic,family,standard,45,27,60602.74,705,71.53,160.25,51,0,0,0.65,13.86,0.962,83
CHURN-SCORE-06023,2026-08,south,paid_search,student,standard,29,23,46253.21,685,47.14,114.65,23,1,0,12.75,1.85,0.818,22
CHURN-SCORE-06024,2026-09,north,retail,family,premium,36,18,53412.0,608,85.32,212.81,58,0,1,15.96,7.27,0.945,72
CHURN-SCORE-06025,2026-07,east,organic,senior,basic,55,32,67518.56,666,31.58,19.33,16,0,0,7.15,3.83,0.914,50
CHURN-SCORE-06026,2026-08,south,retail,family,standard,36,28,63662.75,617,50.07,125.99,29,2,0,25.66,1.39,0.913,43
CHURN-SCORE-06027,2026-09,east,paid_search,family,standard,26,35,53428.6,742,60.33,145.47,43,0,0,7.09,9.61,0.95,39
CHURN-SCORE-06028,2026-07,central,organic,senior,basic,70,23,45096.88,651,23.31,41.51,20,2,0,6.93,1.25,0.941,46
CHURN-SCORE-06029,2026-08,central,organic,senior,premium,65,118,45447.23,679,78.64,84.27,28,0,0,0,0.99,0.998,50
CHURN-SCORE-06030,2026-09,west,organic,young_professional,standard,30,9,63621.58,677,62.92,136.5,42,1,1,4.09,4.64,1.167,4
CHURN-SCORE-06031,2026-07,east,paid_search,young_professional,standard,34,5,74039.29,632,42.91,109.43,24,0,2,20.09,0,0.86,1
CHURN-SCORE-06032,2026-08,north,paid_search,family,standard,49,41,70251.41,605,51.63,122.5,32,0,1,18.42,2.56,0.973,39
CHURN-SCORE-06033,2026-09,south,retail,student,basic,18,23,35071.13,600,26.25,42.12,20,2,1,3.97,0,1.008,15
CHURN-SCORE-06034,2026-07,central,organic,family,premium,47,15,70917.2,671,81.95,222.87,57,0,1,14.62,5.48,0.924,25
CHURN-SCORE-06035,2026-08,south,referral,small_business,premium,37,17,104231.25,730,129.98,215.54,64,0,1,2.81,12.81,1.062,67
CHURN-SCORE-06036,2026-09,north,partner,family,premium,49,97,55799.68,662,103.09,253.87,59,3,0,0,28.17,1.139,35
CHURN-SCORE-06037,2026-07,west,retail,family,standard,46,19,81977.92,623,60.52,148.68,45,1,0,11.27,8.34,0.853,75
CHURN-SCORE-06038,2026-08,north,paid_search,young_professional,premium,39,6,79511.33,732,71.57,236.24,67,2,0,22.52,17.12,0.857,28
CHURN-SCORE-06039,2026-09,north,organic,senior,standard,56,49,62907.23,653,44.75,38.98,15,1,0,10.46,0,0.883,16
CHURN-SCORE-06040,2026-07,west,partner,senior,basic,57,21,80392.85,660,33.29,24.88,31,0,0,9.22,0,1.001,35
CHURN-SCORE-06041,2026-08,north,partner,small_business,business,35,17,86797.92,720,200.43,414.96,98,1,0,0,16.8,1.247,24
CHURN-SCORE-06042,2026-09,north,organic,family,standard,49,23,65421.57,735,64.7,91.62,12,0,1,0.99,2.05,0.973,32
CHURN-SCORE-06043,2026-07,west,organic,senior,premium,65,17,47366.45,618,85.28,120.54,37,1,1,4.71,0,1.078,19
CHURN-SCORE-06044,2026-08,west,paid_search,young_professional,business,32,3,78844.56,626,95.53,280.02,70,0,0,25.87,1.78,0.909,70
CHURN-SCORE-06045,2026-09,south,organic,small_business,premium,49,37,93691.66,592,137.66,243.75,65,0,2,0,12.09,1.044,-2
CHURN-SCORE-06046,2026-07,west,partner,student,basic,26,70,41745.82,698,36.15,39.48,27,1,1,6.77,0.04,0.981,27
CHURN-SCORE-06047,2026-08,north,organic,family,basic,47,18,83323.46,606,37.39,51.29,22,1,1,0,0,0.946,23
CHURN-SCORE-06048,2026-09,east,paid_search,young_professional,business,19,96,58363.04,729,95.08,304.28,69,0,0,26.91,5.15,0.935,44
CHURN-SCORE-06049,2026-07,north,organic,senior,standard,79,23,51727.57,592,46.08,94.72,18,0,2,4.38,0,0.928,19
CHURN-SCORE-06050,2026-08,east,organic,senior,standard,59,41,73092.17,658,50.3,33.1,18,0,0,6.85,0,1.116,34
CHURN-SCORE-06051,2026-09,north,referral,student,business,24,7,35818.78,615,92.12,237.1,60,1,1,2.63,0,0.976,42
CHURN-SCORE-06052,2026-07,north,partner,senior,premium,56,37,39710.01,675,64.24,107.01,39,0,0,8.91,0.61,0.847,80
CHURN-SCORE-06053,2026-08,west,partner,family,business,46,64,77695.28,630,156.2,354.37,87,1,0,5.42,28.56,1.055,53
CHURN-SCORE-06054,2026-09,east,paid_search,young_professional,standard,23,12,60859.35,668,49.84,110.81,46,1,0,13.1,0,1.087,38
CHURN-SCORE-06055,2026-07,west,partner,young_professional,basic,38,51,82622.07,638,31.07,50.23,16,0,0,12.06,0.17,1.048,55
CHURN-SCORE-06056,2026-08,west,retail,student,standard,18,120,57002.44,683,37.88,130.93,37,0,0,16.85,6.97,0.868,61
CHURN-SCORE-06057,2026-09,west,organic,student,basic,26,54,36680.67,665,31.2,61.05,22,1,0,8.42,2.33,0.885,40
CHURN-SCORE-06058,2026-07,north,organic,student,basic,31,70,18848.54,611,30.08,72.94,19,1,1,4.0,5.18,0.9,56
CHURN-SCORE-06059,2026-08,central,referral,family,premium,55,109,57807.09,687,94.36,209.34,58,0,0,2.38,3.0,1.026,60
CHURN-SCORE-06060,2026-09,south,retail,student,premium,25,8,46144.47,668,62.63,199.36,41,0,1,7.41,1.84,0.813,45
CHURN-SCORE-06061,2026-07,west,organic,senior,business,78,51,82146.16,723,103.89,3.1,20,0,0,7.59,1.95,0.861,79
CHURN-SCORE-06062,2026-08,south,referral,student,premium,47,13,23407.92,691,70.26,245.69,66,0,0,5.19,15.89,0.979,54
CHURN-SCORE-06063,2026-09,west,paid_search,family,standard,42,119,97748.58,731,72.81,132.21,38,2,1,2.05,6.46,1.075,87
CHURN-SCORE-06064,2026-07,south,partner,young_professional,basic,18,5,64920.12,628,31.85,65.94,22,0,0,14.86,1.46,0.941,37
CHURN-SCORE-06065,2026-08,east,referral,family,basic,48,18,69449.67,730,33.84,104.91,22,0,1,14.07,8.07,0.909,45
CHURN-SCORE-06066,2026-09,north,organic,senior,basic,69,49,21139.46,569,23.52,33.69,28,0,1,6.88,0,0.861,82
CHURN-SCORE-06067,2026-07,east,partner,young_professional,business,32,50,44501.13,693,117.28,225.05,42,0,0,17.77,0,0.823,85
CHURN-SCORE-06068,2026-08,north,organic,family,basic,41,19,86525.34,710,45.99,73.01,21,3,0,0,7.6,1.086,19
CHURN-SCORE-06069,2026-09,east,retail,young_professional,premium,19,6,63441.01,693,77.42,112.12,21,0,1,20.72,0,0.835,50
CHURN-SCORE-06070,2026-07,east,retail,small_business,standard,46,31,112445.05,682,83.85,163.48,37,0,1,6.58,9.93,1.129,41
CHURN-SCORE-06071,2026-08,north,referral,senior,standard,71,58,49936.99,670,47.21,97.85,19,0,1,10.98,2.66,0.903,62
CHURN-SCORE-06072,2026-09,west,paid_search,senior,premium,45,26,69058.65,665,67.88,108.17,27,0,0,21.48,0,0.821,73
CHURN-SCORE-06073,2026-07,west,paid_search,student,basic,26,63,64411.52,697,31.18,68.63,4,0,0,12.47,3.27,1.008,59
CHURN-SCORE-06074,2026-08,north,referral,student,premium,20,9,49446.46,638,68.84,177.27,52,1,0,0,1.45,0.875,44
CHURN-SCORE-06075,2026-09,west,organic,student,basic,31,24,46658.99,505,27.52,72.5,16,1,1,0,1.63,0.965,32
CHURN-SCORE-06076,2026-07,east,partner,family,premium,39,73,61067.33,627,90.58,209.13,55,0,2,5.94,3.76,0.922,63
CHURN-SCORE-06077,2026-08,west,organic,young_professional,standard,32,58,81367.78,534,47.85,110.04,29,1,2,18.09,1.0,0.995,31
CHURN-SCORE-06078,2026-09,east,organic,young_professional,standard,37,20,64685.45,602,59.39,111.28,18,0,0,3.5,1.25,0.924,35
CHURN-SCORE-06079,2026-07,south,paid_search,young_professional,standard,22,51,63984.24,689,47.74,123.32,42,3,1,12.21,4.32,0.805,7
CHURN-SCORE-06080,2026-08,west,paid_search,young_professional,basic,29,5,86285.2,664,46.31,88.65,25,1,0,17.45,16.08,0.935,48
CHURN-SCORE-06081,2026-09,south,paid_search,young_professional,premium,42,41,48624.12,701,74.52,185.25,57,0,1,10.26,0,0.87,51
CHURN-SCORE-06082,2026-07,central,organic,family,basic,38,16,85831.65,614,37.25,57.67,13,0,1,17.44,0,0.844,20
CHURN-SCORE-06083,2026-08,south,paid_search,student,basic,27,119,18884.44,701,30.44,65.4,25,0,0,5.57,1.39,0.851,65
CHURN-SCORE-06084,2026-09,west,retail,student,basic,27,78,39864.41,601,17.83,57.14,18,3,0,14.66,0,0.898,46
CHURN-SCORE-06085,2026-07,north,paid_search,family,premium,46,43,78111.06,571,77.93,182.37,56,1,0,20.92,0.4,0.875,52
CHURN-SCORE-06086,2026-08,south,organic,young_professional,premium,19,40,55932.16,654,84.92,167.99,36,0,1,4.16,2.58,0.954,37
CHURN-SCORE-06087,2026-09,west,organic,young_professional,standard,37,37,95217.64,599,65.9,120.04,29,1,0,0,1.7,1.224,42
CHURN-SCORE-06088,2026-07,east,referral,young_professional,premium,44,16,66264.63,744,92.62,173.48,51,1,1,8.98,1.74,1.009,37
CHURN-SCORE-06089,2026-08,west,organic,small_business,business,60,47,125469.33,657,198.32,383.14,91,0,1,13.56,29.54,1.154,41
CHURN-SCORE-06090,2026-09,central,retail,young_professional,standard,36,74,64437.27,794,56.76,94.06,28,0,0,7.3,2.02,1.001,73
CHURN-SCORE-06091,2026-07,south,retail,student,basic,27,21,32938.99,563,20.73,57.73,27,0,1,28.12,1.31,0.86,34
CHURN-SCORE-06092,2026-08,west,retail,young_professional,premium,34,17,73736.59,613,89.87,169.99,59,0,0,13.36,0.12,0.959,60
CHURN-SCORE-06093,2026-09,west,referral,student,premium,21,12,27585.39,540,70.82,131.35,35,0,2,7.99,0.85,0.775,49
CHURN-SCORE-06094,2026-07,west,organic,family,premium,50,37,93567.84,692,105.78,245.91,45,1,1,1.35,15.42,1.161,26
CHURN-SCORE-06095,2026-08,central,partner,small_business,standard,44,31,91947.49,675,82.54,179.42,62,0,0,9.9,14.9,1.12,40
CHURN-SCORE-06096,2026-09,east,organic,family,basic,34,53,99145.11,718,38.34,68.46,27,0,1,5.83,2.25,0.973,53
CHURN-SCORE-06097,2026-07,west,partner,student,standard,20,106,27377.2,751,45.84,145.26,36,1,0,12.64,6.33,0.94,7
CHURN-SCORE-06098,2026-08,central,referral,senior,basic,63,18,41701.23,578,19.33,35.58,20,1,1,6.44,1.04,0.893,46
CHURN-SCORE-06099,2026-09,north,organic,young_professional,standard,41,18,62455.08,588,68.41,101.01,26,0,2,8.02,3.72,0.931,35
CHURN-SCORE-06100,2026-07,north,organic,small_business,business,45,85,85844.05,583,207.22,331.14,76,0,2,0,15.85,1.242,71
CHURN-SCORE-06101,2026-08,north,retail,student,premium,24,15,46180.64,616,59.34,156.44,43,1,0,16.27,0,0.914,76
CHURN-SCORE-06102,2026-09,north,retail,family,standard,30,22,75870.21,728,59.16,136.5,49,0,0,16.55,3.84,0.928,42
CHURN-SCORE-06103,2026-07,north,organic,young_professional,standard,43,29,93022.37,628,48.33,135.05,41,0,1,8.68,4.16,0.97,-3
CHURN-SCORE-06104,2026-08,east,organic,family,basic,45,44,66513.26,699,45.31,68.64,19,3,0,14.99,0,0.876,14
CHURN-SCORE-06105,2026-09,south,organic,family,standard,55,18,46116.08,581,65.42,104.56,35,1,1,8.8,1.56,1.092,65
CHURN-SCORE-06106,2026-07,north,retail,young_professional,standard,52,41,73309.6,766,50.3,100.42,28,0,0,14.66,0,0.941,44
CHURN-SCORE-06107,2026-08,west,organic,senior,basic,69,30,59612.73,584,34.5,18.69,11,0,0,0,0,0.837,64
CHURN-SCORE-06108,2026-09,east,referral,family,standard,65,53,73674.67,722,69.77,169.17,39,2,0,2.75,14.51,1.028,12
CHURN-SCORE-06109,2026-07,west,referral,young_professional,standard,27,41,77254.94,725,64.28,76.51,25,0,0,3.62,1.7,0.971,35
CHURN-SCORE-06110,2026-08,central,organic,senior,standard,70,36,46042.3,698,50.96,43.86,25,0,1,0,1.24,0.883,32
CHURN-SCORE-06111,2026-09,east,organic,senior,business,79,20,64378.93,701,108.38,151.76,50,2,0,3.2,0.68,0.9,31
CHURN-SCORE-06112,2026-07,west,paid_search,senior,standard,73,16,36107.91,655,44.42,63.98,25,0,0,12.33,0,0.785,71
CHURN-SCORE-06113,2026-08,central,organic,senior,basic,78,24,48355.93,640,33.36,14.04,11,0,0,3.0,0,0.82,46
CHURN-SCORE-06114,2026-09,west,organic,small_business,basic,42,57,127338.06,704,69.75,90.2,18,1,1,0,4.72,0.989,57
CHURN-SCORE-06115,2026-07,west,referral,family,standard,50,86,104495.92,666,68.62,130.28,37,1,0,0,6.17,1.016,57
CHURN-SCORE-06116,2026-08,east,organic,young_professional,premium,34,17,58356.78,643,84.74,194.81,68,0,1,11.7,2.61,1.043,32
CHURN-SCORE-06117,2026-09,east,partner,senior,standard,79,39,39821.27,516,49.45,102.62,31,0,2,14.11,0,1.012,54
