observation_id,machine_id,motor_load_pct,power_kw,vibration_rms_mm_s,bearing_temp_c,acoustic_rms_db,micro_stop_rate_per_h,throughput_units_h,load_variability_pct
OBS-008421,MC-233,59.4352,102.1337,1.6679,69.375,8.0834,0.0789,82.8145,0.66
OBS-007840,MC-078,53.2793,111.6046,1.4319,65.6951,5.441,0.0318,83.9231,1.4302
OBS-011838,MC-035,32.6206,105.9664,5.4618,72.0254,14.6031,0.3072,61.6472,3.6238
OBS-004831,MC-153,60.1802,106.8029,1.9666,69.1941,7.8289,0.0813,79.7743,0.1
OBS-009101,MC-049,63.2274,167.3023,6.8257,81.9972,19.0483,0.2198,116.9686,3.3482
OBS-004398,MC-219,95.5766,189.6149,2.7907,90.4309,13.0488,0.1726,107.9402,1.5363
OBS-009736,MC-221,66.6905,121.8944,1.2619,75.6734,9.1273,0.0202,83.7917,1.1841
OBS-011231,MC-150,87.3578,200.3217,2.9407,93.4935,11.2457,0.1599,117.4052,1.7112
OBS-002059,MC-025,65.851,123.5093,1.3288,76.2341,7.8208,0.0749,87.6564,2.0575
OBS-010789,MC-226,84.5042,186.528,2.3895,91.882,10.5952,0.1675,103.6833,1.0667
OBS-007028,MC-087,63.8624,134.6481,1.5866,68.193,8.7212,0.0589,93.4188,1.1333
OBS-005402,MC-095,49.759,138.0624,5.0752,74.8285,14.3487,0.2668,97.019,3.7217
OBS-008013,MC-186,63.3478,127.3312,2.0314,73.594,10.2452,0.0902,94.1071,1.2527
OBS-000792,MC-173,67.3582,109.7627,1.6042,73.4419,8.2554,0.0988,81.1601,2.0641
OBS-010460,MC-013,59.7876,117.4498,1.7263,71.1942,7.2632,0.0829,90.771,1.3526
OBS-010360,MC-192,57.0772,169.7842,6.316,82.9489,17.7823,0.2915,108.0437,3.6804
OBS-006100,MC-063,56.7913,97.828,1.3614,69.562,8.5601,0.107,70.1457,1.7337
OBS-007769,MC-082,95.1405,200.0915,3.1676,95.4653,12.0805,0.142,116.5724,1.4321
OBS-001130,MC-061,46.244,122.7525,5.2022,74.2249,15.5929,0.1908,102.8814,3.3309
OBS-011682,MC-154,67.5393,127.5795,1.6318,71.7038,6.0884,0.0377,90.8671,0.3632
OBS-003409,MC-034,50.9302,96.8039,1.517,62.2648,6.8894,0.0847,77.6732,0.6318
OBS-002029,MC-164,63.4003,121.1472,2.6054,73.332,9.8018,0.0582,92.5786,0.7766
OBS-002450,MC-102,62.857,122.6988,1.2608,69.7374,7.4408,0.0747,87.871,0.9898
OBS-003802,MC-175,59.1799,105.0516,1.8016,67.8532,8.3575,0.0322,87.0698,1.1021
OBS-008658,MC-185,90.1505,189.402,2.9195,95.939,12.5047,0.1851,106.6142,0.7665
OBS-000466,MC-136,96.8984,192.2874,3.8057,97.6476,13.0441,0.155,106.3972,1.1577
OBS-000437,MC-023,90.4555,205.818,3.0925,91.3753,11.5759,0.1596,107.8882,1.419
OBS-006678,MC-061,51.6352,141.2948,6.0624,78.5801,15.8603,0.2563,85.7829,4.9603
OBS-010931,MC-171,63.8843,113.0847,1.9494,71.667,8.658,0.1223,82.4833,0.1061
OBS-000372,MC-056,60.5254,109.9247,1.9642,71.6652,7.9109,0.0625,77.0112,1.5368
OBS-010964,MC-230,66.0611,128.7248,0.8657,71.5613,9.19,0.0971,79.8782,0.3504
OBS-004378,MC-008,66.8391,106.9423,1.9002,76.1829,7.7059,0.0912,80.2009,0.4536
OBS-009835,MC-102,43.7597,129.1284,4.8913,79.9379,16.4879,0.2512,79.9952,3.4634
OBS-009612,MC-017,104.2219,214.5814,3.8726,97.7064,13.3534,0.1584,126.0188,1.7217
OBS-010879,MC-113,88.8056,176.83,3.5686,91.3826,9.7066,0.1183,110.3987,1.8424
OBS-011362,MC-061,94.6434,187.7846,3.0315,91.9265,12.8422,0.1052,109.1041,2.1865
OBS-000379,MC-055,72.8957,137.7282,2.3259,76.6551,8.3886,0,93.3525,0.2265
OBS-010197,MC-066,59.8856,101.0593,1.7495,73.9281,10.1657,0.0996,78.5396,0.1
OBS-001530,MC-209,85.138,188.2932,2.4984,88.9956,10.3409,0.0961,108.657,1.3952
OBS-006042,MC-240,58.4038,116.8545,1.8914,67.5416,8.3003,0.0547,72.1267,0.8197
OBS-002285,MC-101,65.5847,121.8102,1.1784,71.4225,7.6676,0.0431,84.4711,1.85
OBS-003162,MC-077,61.1548,127.6682,1.6634,69.3207,7.4587,0.0225,85.0682,0.7242
OBS-008035,MC-057,70.9175,126.3312,1.8827,71.4448,8.4391,0.1665,94.7417,1.0096
OBS-011128,MC-020,79.9481,188.4862,2.4778,87.129,12.6295,0.1203,95.8625,1.4825
OBS-000614,MC-066,71.7533,130.0396,1.6082,74.8596,10.3264,0.0666,93.04,1.2543
OBS-007153,MC-186,81.2201,185.5958,2.5963,90.0689,10.1703,0.1045,105.775,2.0809
OBS-010896,MC-081,57.9819,106.8041,0.9532,70.9265,9.5466,0.054,76.4306,1.8245
OBS-010635,MC-185,78.5525,177.3923,2.4872,86.4834,11.0469,0.1332,92.7623,2.4933
OBS-001496,MC-144,64.5259,134.7274,1.0525,70.8037,9.2649,0.1069,84.4429,0.7669
OBS-000869,MC-091,68.3195,118.8071,1.8005,72.3422,8.1828,0.1027,81.229,0.1
OBS-002246,MC-095,60.4517,110.1036,1.4985,65.9181,6.2933,0.0793,76.9405,1.3734
OBS-007868,MC-085,64.3912,134.7489,1.8803,73.0883,7.6311,0.1228,86.8962,0.5829
OBS-010775,MC-031,92.2481,197.4983,3.7059,94.4137,12.2875,0.1074,114.3713,1.4393
OBS-002365,MC-072,68.1944,122.6156,1.492,72.1561,9.0283,0.1276,84.3903,2.2516
OBS-011891,MC-070,55.7689,135.6492,5.2031,79.7268,14.6512,0.1991,95.8652,3.6177
OBS-009014,MC-083,47.5244,143.7983,5.6427,76.1147,15.2171,0.2292,91.2837,4.5799
OBS-001837,MC-094,83.7789,182.7656,2.9959,87.7273,11.6352,0.1157,102.8582,0.4458
OBS-003692,MC-044,51.8663,144.5509,5.6824,80.1097,16.2093,0.2673,86.0576,4.0986
OBS-002160,MC-187,61.9237,118.2153,1.1952,72.0239,7.9663,0.0438,73.3758,0.9542
OBS-011908,MC-099,65.0471,119.6061,2.1678,75.9117,8.6553,0.0643,88.5838,0.4628
OBS-001833,MC-178,91.7877,203.8355,2.8983,88.8765,12.1229,0.0945,118.9086,1.8427
OBS-006233,MC-153,100.4305,212.5217,3.3324,96.9871,11.9017,0.1859,124.7577,3.1086
OBS-003874,MC-146,87.9218,181.9214,3.0028,90.8818,13.5473,0.1914,99.7923,0.1
OBS-008422,MC-176,58.4257,112.744,0.9555,68.2065,6.6426,0.0701,79.3249,1.0884
OBS-000811,MC-187,58.9717,112.0586,1.1548,72.6519,7.5847,0.0311,86.1326,0.606
OBS-011577,MC-142,54.9011,140.1564,5.5381,78.9461,15.0635,0.2109,97.4101,3.0674
OBS-008754,MC-173,65.3541,113.5093,1.6689,71.0927,8.5498,0.1438,83.0799,1.5308
OBS-000446,MC-005,66.1758,120.5191,2.7854,75.9333,8.0686,0.0168,100.3087,0.2386
OBS-006866,MC-137,83.4618,182.5752,2.3805,88.1386,10.604,0.1537,99.895,0.7332
OBS-006420,MC-064,59.6762,105.3579,1.3689,68.4599,8.9982,0.0427,73.8011,0.5938
OBS-003518,MC-118,67.9008,121.0037,2.286,72.1257,7.5363,0.0455,79.4319,1.1567
OBS-001195,MC-161,58.5773,115.7667,1.8671,69.8405,7.5758,0.0344,85.3598,1.2297
OBS-006349,MC-011,55.3252,92.0737,1.0361,65.9385,6.1039,0.0971,74.1039,1.3512
OBS-007029,MC-014,61.4691,112.5387,2.0616,71.437,9.2625,0,84.1866,1.0364
OBS-006120,MC-174,48.7389,139.1139,5.7771,79.4153,16.4376,0.1986,88.0745,2.601
OBS-000571,MC-151,79.2985,168.2001,2.6986,87.1076,9.7193,0.1751,93.1303,1.5382
OBS-005132,MC-132,57.2838,123.0697,1.6557,68.3045,8.0839,0.042,68.9777,1.4
OBS-006959,MC-168,59.149,125.868,1.6106,69.3005,7.6351,0.086,79.4073,1.0649
OBS-006183,MC-096,53.6777,141.4274,5.3826,78.6578,17.0625,0.2519,94.9209,3.8062
OBS-008509,MC-164,64.0327,165.7923,6.4541,85.1633,16.7474,0.2407,108.4704,4.0828
OBS-007526,MC-044,56.0695,146.1052,6.4317,82.6878,16.844,0.2157,90.9521,3.9813
OBS-011566,MC-215,46.9167,142.2493,5.6843,78.8138,15.9168,0.2852,91.3791,3.0287
OBS-003697,MC-057,58.4131,111.398,1.954,68.0082,8.262,0.0635,78.3819,1.4078
OBS-004991,MC-202,97.6534,215.4797,2.5015,96.8176,12.1524,0.1679,121.1617,2.4485
OBS-007108,MC-202,70.2105,135.0762,2.7022,69.6017,10.2999,0.0362,87.5666,0.1716
OBS-000680,MC-095,95.6872,202.5466,3.0323,94.5733,12.4655,0.173,112.2923,2.3027
OBS-005397,MC-127,85.4512,180.5071,3.2833,95.3935,12.7471,0.1278,119.4247,1.5524
OBS-009035,MC-058,50.0859,109.6366,0.6739,68.0154,9.1185,0.0959,74.3142,0.1724
OBS-008521,MC-134,85.5438,179.0005,2.4317,89.2179,9.7345,0.117,94.9818,1.4432
OBS-011427,MC-164,69.4659,123.988,2.0978,74.4493,7.7633,0.0122,94.3451,1.5115
OBS-007168,MC-210,54.3447,102.5078,1.9651,72.0913,9.62,0.117,77.7693,1.637
OBS-008575,MC-087,56.837,122.5337,1.987,70.9869,8.754,0.0598,86.9638,1.0168
OBS-008139,MC-115,59.7677,96.3554,1.8454,70.7754,7.0402,0.0663,71.7723,0.1
OBS-004948,MC-028,84.1671,182.917,2.95,84.5029,11.3487,0.155,106.6363,2.0658
OBS-010633,MC-172,85.2533,197.3442,2.7529,91.7682,11.9104,0.1872,98.5034,0.5463
OBS-010815,MC-213,50.7306,105.5432,1.245,72.5474,7.2533,0.0686,80.0335,0.1
OBS-006136,MC-098,99.6464,213.1098,3.7194,96.8437,13.1269,0.1673,120.4874,1.179
OBS-011687,MC-036,72.0563,135.4143,2.4639,73.4028,10.4623,0.0495,94.4081,0.1
OBS-002179,MC-188,46.6042,137.2281,5.5863,79.3185,14.9564,0.2969,89.029,3.5507
OBS-007565,MC-032,59.4064,112.2562,1.6252,66.5133,7.4381,0.07,86.2334,1.1523
OBS-004111,MC-048,89.3795,209.661,3.1117,92.4529,12.461,0.0518,108.5394,1.5681
OBS-009977,MC-164,63.195,115.2619,1.621,70.0251,8.9669,0.0921,75.1368,0.3931
OBS-000498,MC-002,94.8243,200.7541,3.4053,92.2637,11.6987,0.1079,111.6698,1.6402
OBS-007248,MC-037,53.3916,143.0987,6.0785,81.1064,16.9315,0.2635,103.0997,3.0756
OBS-000080,MC-172,55.0666,112.249,1.3893,65.1258,9.0465,0.0147,76.1856,0.7194
OBS-011634,MC-213,57.0178,160.4085,5.5395,81.8854,17.5254,0.2188,94.8166,3.5011
OBS-011848,MC-229,56.3469,111.7295,1.5339,67.8275,7.9213,0.1022,78.3548,0.3901
OBS-004048,MC-087,61.8506,119.0714,1.8871,70.4036,7.6222,0.0655,73.2627,1.0313
OBS-002618,MC-095,60.0753,127.5997,1.5987,71.5473,7.2055,0.0417,88.6973,1.1162
OBS-008648,MC-134,72.2758,124.4393,2.5091,71.2538,8.4501,0.0723,84.8199,1.0122
OBS-002872,MC-215,60.1302,124.6185,1.3325,70.8809,8.6142,0.0054,78.8218,0.8643
OBS-008287,MC-110,56.1798,110.0721,1.9333,67.4993,7.7504,0.0343,80.4935,0.6356
OBS-010678,MC-087,77.0407,160.3639,2.4478,81.3646,11.5579,0.1555,87.0758,1.547
OBS-006536,MC-060,65.3791,118.7138,1.8057,70.8475,7.8879,0.0338,89.3187,0.3335
OBS-004019,MC-187,70.2819,122.783,2.3152,77.0704,9.5278,0.0716,93.22,0.873
OBS-001514,MC-112,65.4832,105.7355,1.6927,65.4233,7.4471,0.0333,88.1301,0.3689
OBS-006199,MC-004,66.4547,134.1856,2.3699,73.9246,8.8519,0.0801,86.8082,0.6139
OBS-003345,MC-052,69.5177,126.8321,1.717,79.3975,9.4859,0.0824,90.2462,0.9558
OBS-003114,MC-103,57.5656,100.9287,1.5908,67.2321,6.9122,0.0572,74.4362,0.8496
OBS-000360,MC-155,82.8045,190.8696,2.8911,88.6526,11.0841,0.1258,107.0768,1.8628
OBS-003827,MC-158,61.9245,166.7975,6.4968,90.3538,17.8575,0.2847,112.6861,3.5387
OBS-003690,MC-215,65.7335,138.3526,2.5903,77.3957,8.8875,0.0415,93.0697,1.8881
OBS-001745,MC-197,64.1324,120.1589,1.6655,73.4353,10.4577,0.0502,85.3325,0.2975
OBS-010871,MC-085,57.2682,99.8134,0.799,70.0805,8.3358,0.0727,83.03,0.5272
OBS-007632,MC-209,58.1498,104.9702,1.4498,72.5772,8.6129,0.0518,80.7482,1.2341
OBS-009738,MC-099,96.7398,202.957,3.3864,95.6284,12.3709,0.1208,118.6987,2.1166
OBS-000329,MC-096,48.9664,106.1262,0.6959,68.7889,6.4318,0.0393,62.9225,1.1449
OBS-006097,MC-019,56.3069,108.5349,1.1063,72.3701,7.447,0.0811,73.2905,0.6411
OBS-008624,MC-169,51.9189,136.111,5.749,86.2228,15.1733,0.2868,100.753,4.4974
OBS-002567,MC-093,64.7263,111.9384,2.0681,72.8763,8.6208,0.0697,85.8247,1.0107
OBS-005129,MC-115,64.7708,128.5583,1.4614,66.6761,8.7291,0.1304,82.1756,0.7884
OBS-001758,MC-017,63.0228,114.956,2.168,64.3878,7.6583,0.1136,74.331,0.1
OBS-011090,MC-004,46.6135,141.3697,5.0482,78.3609,16.8743,0.2459,86.8094,3.3179
OBS-006786,MC-014,53.4572,106.1262,2.1749,66.4395,6.0056,0.0295,80.7898,0.1
OBS-005989,MC-075,48.8065,145.8864,5.539,80.5039,16.5933,0.2585,91.5092,4.156
OBS-011222,MC-119,83.7343,177.8321,2.3136,87.9697,12.419,0.0744,99.946,0.9476
OBS-006341,MC-058,88.2435,189.6178,1.9344,90.7185,12.2368,0.0875,106.7546,1.5209
OBS-000115,MC-159,71.5996,134.1576,1.8025,74.2652,7.5755,0.0537,96.2399,1.4682
OBS-010481,MC-135,47.5109,128.9588,6.0019,79.4029,15.9845,0.2515,95.7373,3.8982
OBS-001101,MC-125,74.391,136.924,2.0607,75.3449,10.3699,0.0903,92.8198,0.4383
OBS-001439,MC-183,54.0551,105.4367,1.1336,67.0342,8.199,0.0958,75.7928,0.3054
OBS-006480,MC-033,82.8733,182.6466,2.8739,93.2111,11.1377,0.1239,109.0289,1.0297
OBS-008686,MC-081,56.5585,152.1487,5.9634,81.8008,16.1958,0.2735,95.8556,3.799
OBS-001402,MC-021,55.4181,151.8251,6.353,83.7173,17.2744,0.2638,107.0258,4.794
OBS-001882,MC-225,65.7319,121.5761,2.567,73.2848,6.6589,0.1198,87.7708,0.1
OBS-010923,MC-226,85.2253,192.1745,2.8829,91.6046,13.7697,0.1568,104.5567,1.0115
OBS-002894,MC-203,85.4331,186.0633,3.492,91.6425,11.1913,0.1186,106.6529,0.6124
OBS-010149,MC-232,45.081,131.3349,5.8684,77.0755,16.8243,0.2353,95.0599,4.1785
OBS-004853,MC-073,60.2721,135.3241,5.0825,78.1377,15.6926,0.2524,94.5167,3.5344
OBS-010157,MC-223,61.8523,121.2448,1.5013,66.5254,7.3247,0.0499,87.8975,0.291
OBS-010440,MC-074,54.356,121.1011,1.0671,68.5094,8.3531,0.0314,87.1129,1.6904
OBS-011140,MC-078,54.9149,102.7556,1.2414,64.9563,7.5966,0.0724,73.4242,1.6268
OBS-002136,MC-030,59.0151,109.0327,1.8127,68.4184,8.9284,0.0473,77.9677,1.3264
OBS-000763,MC-098,60.5738,113.9384,1.7362,72.5407,7.0508,0.0522,75.202,0.1
OBS-009201,MC-185,54.1898,151.7034,5.4678,76.2463,16.5996,0.3061,95.9684,3.0619
OBS-003857,MC-037,60.8507,115.9653,1.8361,68.4485,7.4806,0.0314,81.2924,1.1578
OBS-007504,MC-223,58.711,112.7471,1.0545,69.3313,9.0773,0.0511,74.2928,0.2882
OBS-001244,MC-094,58.5465,120.8094,1.6118,71.8027,6.3626,0.0609,90.9372,0.1
OBS-010038,MC-066,59.9265,119.8414,2.5032,70.782,7.4259,0.034,79.966,1.2931
OBS-007194,MC-110,71.4536,132.5028,2.3038,79.2564,9.8366,0.0944,82.5985,0.629
OBS-003711,MC-202,100.1899,212.6217,3.6866,95.7832,15.2207,0.1051,120.5801,0.9628
OBS-007619,MC-092,67.704,119.2335,2.4879,74.192,8.328,0.1265,87.0365,0.4831
OBS-001438,MC-164,53.0891,116.5137,1.6945,68.981,6.713,0.0281,77.8733,0.3885
OBS-005756,MC-050,64.0672,166.9479,6.9906,84.824,18.0279,0.2975,104.1345,3.8864
OBS-011389,MC-148,64.3495,120.8145,2.1552,71.0581,6.7227,0.048,88.3865,1.2667
OBS-000874,MC-001,94.4591,204.961,3.484,92.7057,12.6205,0.1712,129.8743,0.4249
OBS-004644,MC-218,53.1414,103.0179,1.3326,64.1808,5.4349,0.081,71.4907,0.5309
OBS-000213,MC-189,89.1687,195.93,2.4666,90.3416,11.8516,0.1846,113.6813,1.6069
OBS-007219,MC-018,46.4977,111.8008,5.8271,81.199,14.0603,0.2188,79.8661,4.2515
OBS-006237,MC-205,62.0773,117.8919,2.0849,67.7874,9.0298,0.0357,85.1131,0.8151
OBS-003178,MC-079,89.6624,192.5435,2.9474,92.6984,10.0772,0.1294,103.6947,1.8546
OBS-007438,MC-234,64.9376,119.7081,1.9162,69.5864,8.4342,0.0192,95.048,0.8003
OBS-008746,MC-151,51.5195,135.6902,5.6641,74.5273,16.2972,0.2292,92.549,4.4032
OBS-001087,MC-007,83.9049,178.356,2.7131,86.4336,11.4797,0.1824,100.1613,2.1311
OBS-005306,MC-208,67.2733,120.633,2.0552,69.5105,8.7216,0.0434,87.3088,0.7931
OBS-009724,MC-054,66.617,131.587,2.0694,70.2856,7.413,0.1596,93.0987,0.523
OBS-008717,MC-201,89.8571,193.0363,3.4233,91.4429,10.1334,0.1349,107.556,1.8227
OBS-003491,MC-100,50.3218,97.9673,1.6297,59.6622,8.0958,0.0702,69.8186,0.8872
OBS-006805,MC-121,81.7592,182.866,3.8999,88.1231,10.8499,0.2233,96.8722,1.091
OBS-008329,MC-145,46.2948,124.5912,5.3907,78.9164,15.2325,0.2293,94.1426,4.1052
OBS-006774,MC-112,51.5611,141.5922,5.8922,79.2304,15.6968,0.3178,90.2511,4.4101
OBS-009732,MC-006,60.5859,117.4466,1.3526,69.6397,8.564,0.0606,87.1747,1.144
OBS-005179,MC-017,59.8244,120.6735,1.7665,69.397,8.0694,0.0799,84.2586,0.8175
OBS-003955,MC-160,90.2919,193.9143,3.0188,88.4272,11.6987,0.1578,107.8769,0.8476
OBS-006085,MC-134,63.3408,117.1497,2.6812,73.5517,7.8829,0.1118,86.2691,0.5309
OBS-011887,MC-238,66.2532,114.3969,1.7415,71.3119,7.8326,0.0518,79.8144,1.5398
OBS-008347,MC-043,89.6503,179.4871,3.5772,91.7245,11.5723,0.2084,102.5879,1.3361
OBS-010987,MC-059,88.69,201.6191,3.3731,92.1482,11.5963,0.1201,103.8814,2.2926
OBS-002784,MC-221,79.4666,182.3256,2.7822,86.3562,10.2418,0.1579,103.1245,2.002
OBS-005715,MC-157,63.3615,126.0705,1.9663,71.0728,9.1862,0.0495,79.2647,0.6935
OBS-011580,MC-220,41.7252,131.5794,6.4267,76.9431,15.9073,0.2648,84.8314,3.9519
OBS-004475,MC-091,71.5161,125.4183,1.8696,74.3346,8.0384,0.0839,88.4462,0.4062
OBS-000716,MC-140,42.8596,120.0046,5.099,75.1842,15.2883,0.2631,88.4087,5.0907
OBS-007241,MC-051,88.1603,191.0261,3.1055,90.9408,11.5188,0.1369,103.4037,2.0587
OBS-002082,MC-193,56.0934,144.3866,6.3306,81.788,17.0814,0.2647,102.353,4.0899
OBS-000867,MC-209,85.2207,186.6875,3.3517,88.6155,11.9698,0.0792,98.1375,1.1303
OBS-007346,MC-175,92.1247,201.7498,3.1746,95.7104,13.7938,0.1362,105.9844,1.5758
OBS-002190,MC-103,67.3744,129.2007,2.4998,72.3229,8.05,0.0789,83.591,0.1
OBS-004915,MC-229,63.8535,120.2279,2.2766,70.8398,8.8101,0.0523,81.1148,0.1
OBS-002031,MC-118,62.4953,109.0749,1.379,74.5623,7.7175,0.044,89.1078,1.3893
OBS-001504,MC-106,61.1508,119.9761,1.005,74.305,9.2645,0.066,84.3021,1.153
OBS-008890,MC-180,81.2137,178.5365,2.8053,86.3767,10.3351,0.1214,103.9861,1.8318
OBS-009140,MC-014,73.3069,167.6888,2.6523,81.2793,9.8077,0.1464,95.2636,1.6862
OBS-005422,MC-152,55.303,93.6723,0.7731,67.3453,6.0976,0.1657,65.2366,0.7568
OBS-006648,MC-043,66.3282,116.8981,2.2914,70.3746,9.2095,0.0988,91.2165,0.6918
OBS-001463,MC-017,57.5972,110.068,1.7454,67.1884,7.5923,0.0877,81.7739,0.8985
OBS-000947,MC-068,85.8643,201.302,2.6068,87.966,10.9874,0.1339,107.4482,2.0924
OBS-005695,MC-110,38.2169,106.948,4.6659,76.2003,14.54,0.1957,74.2508,4.3972
OBS-005452,MC-179,94.4361,186.4858,4.0484,91.667,12.1109,0.1081,113.9805,0.9036
OBS-011773,MC-165,56.1938,117.8788,1.4937,70.7155,6.4058,0.0818,81.7789,0.5039
OBS-010894,MC-062,48.3867,138.4534,5.617,80.4377,15.5361,0.2291,76.9472,4.2939
OBS-008934,MC-043,56.2471,142.1039,5.62,85.5091,17.8187,0.2062,99.8428,2.9511
OBS-004519,MC-012,87.7843,194.7069,2.8302,91.912,11.5399,0.1526,109.7053,1.5272
OBS-010341,MC-185,90.299,197.9048,3.497,91.4951,10.6888,0.1174,113.728,2.4023
OBS-010803,MC-186,58.5539,121.1819,1.1618,68.0767,8.5784,0.0704,85.7594,0.1
OBS-010998,MC-209,84.8588,175.6995,2.5715,89.8894,11.9353,0.1628,98.6753,1.4853
OBS-007500,MC-126,64.2983,121.0255,1.2785,74.8274,8.0704,0.0197,91.7296,0.2109
OBS-010974,MC-065,52.5125,133.5672,6.1154,82.3512,15.9732,0.2425,97.4465,3.3852
OBS-011881,MC-140,59.1824,121.2352,1.9595,69.2248,8.3516,0.0895,91.5957,0.1556
OBS-001699,MC-174,54.8699,118.5195,1.5688,64.1003,8.0865,0.0878,84.35,0.5196
OBS-000985,MC-006,54.4583,108.1604,1.5445,66.1351,7.7161,0.0358,71.18,0.4883
OBS-007621,MC-114,91.3822,208.46,3.5907,90.4516,12.7994,0.1029,116.6105,1.576
OBS-003794,MC-103,70.0141,135.8933,2.1769,71.0643,9.0907,0.0879,84.74,0.7548
OBS-011346,MC-113,87.9266,188.3032,2.553,85.1342,9.7898,0.1869,98.0348,2.1722
OBS-006214,MC-081,56.8555,99.9237,0.9782,66.8518,7.9365,0.1242,78.5448,1.6022
OBS-006021,MC-237,82.7581,187.1078,2.8978,86.2734,10.5416,0.1278,100.0763,1.4212
OBS-010805,MC-129,48.4478,133.8006,5.8422,80.0219,17.298,0.2006,93.8734,3.9138
OBS-000330,MC-220,57.5837,108.0109,2.0224,71.7174,6.9073,0.0551,74.8629,1.4361
OBS-007215,MC-010,73.1273,178.8798,3.0082,85.9094,10.9924,0.199,98.0162,2.1483
OBS-007299,MC-041,95.2395,211.3844,2.9307,91.4024,9.8734,0.1245,119.4464,1.8349
OBS-003094,MC-232,75.9216,147.1046,2.7195,74.2994,9.015,0.1235,102.6728,1.5203
OBS-011033,MC-057,57.409,119.6632,1.7191,71.1722,7.7134,0.0781,75.2907,1.6947
OBS-006328,MC-139,64.8075,114.6015,1.945,71.2917,8.6849,0.0854,88.5138,0.2061
OBS-008543,MC-181,66.1091,121.979,1.3946,72.5065,9.3553,0.0825,93.7534,0.2896
OBS-001633,MC-051,60.599,114.177,1.0962,69.9165,7.0639,0.0544,71.1857,0.1
OBS-007230,MC-103,44.8747,103.5242,1.3157,65.9729,6.4272,0.0682,59.1798,0.8644
OBS-005710,MC-226,84.2375,191.3125,3.3388,92.7328,12.2147,0.1649,120.4791,2.0789
OBS-010284,MC-050,48.6321,138.0993,5.129,74.6375,14.1924,0.3226,94.7676,3.5427
OBS-004908,MC-211,68.5255,126.0824,1.5815,70.8789,7.8435,0.108,89.4409,0.4996
OBS-010153,MC-147,82.391,179.7949,3.0219,87.9583,11.6178,0.1801,91.8949,2.0242
OBS-001453,MC-087,70.5862,165.7348,2.3896,85.9987,9.5425,0.1978,96.0878,0.7369
OBS-010614,MC-044,54.6429,140.817,5.6995,81.2275,16.8978,0.3055,96.6684,4.7004
OBS-003341,MC-167,58.5282,149.1822,6.5017,83.789,17.983,0.248,104.7568,3.6512
OBS-009951,MC-094,78.5523,197.8504,3.4658,87.7643,11.1698,0.2002,105.4247,1.6645
OBS-005574,MC-235,43.3866,114.7219,6.0021,75.3774,15.23,0.2155,92.2468,4.478
OBS-005016,MC-176,87.1806,178.4934,3.225,88.4091,10.8579,0.1347,104.4313,2.0195
OBS-010591,MC-008,56.5033,120.9572,2.4897,74.5466,6.7646,0.0316,93.5293,0.1
OBS-010126,MC-102,55.0148,141.5133,5.4596,80.2889,15.6661,0.2639,91.1256,3.7983
OBS-001937,MC-163,90.5598,197.4624,3.346,88.4202,11.7066,0.1023,108.15,2.2075
OBS-011910,MC-157,86.4453,192.6673,3.0726,89.6071,13.0336,0.195,110.6912,0.8965
OBS-004331,MC-069,93.9028,196.3833,3.0074,92.9617,10.0423,0.1505,111.3001,1.9312
OBS-007115,MC-113,54.3483,145.8196,5.8552,77.2655,17.1054,0.207,98.1323,3.6694
OBS-002434,MC-189,49.4732,99.693,1.5762,64.2257,7.9766,0.1413,79.6047,0.5944
OBS-001876,MC-189,55.3456,114.8022,0.9727,64.5937,8.6998,0.0833,75.3707,0.7613
OBS-011559,MC-001,55.8448,120.6266,1.6551,68.2303,9.5992,0.0891,74.4939,1.2177
OBS-004786,MC-044,98.9365,205.137,3.593,96.635,12.9739,0.1065,110.7635,1.7512
OBS-007223,MC-006,66.1082,128.4713,1.3073,69.8072,9.2173,0.0784,96.9226,0.7809
OBS-006883,MC-162,75.7147,172.1185,2.5666,88.4836,10.1968,0.1665,89.8068,1.8227
OBS-004243,MC-117,83.7893,167.7393,2.5726,86.4053,11.9002,0.1609,99.5857,2.3063
OBS-007561,MC-121,83.3827,170.3837,2.5557,88.6853,9.8357,0.1453,89.2799,1.3002
OBS-004356,MC-005,66.9622,117.4845,2.6078,74.3384,9.188,0.0819,90.6357,0.7748
OBS-011201,MC-096,47.1971,104.1892,0.2087,64.5551,5.1932,0.0593,59.7366,0.1
OBS-005407,MC-089,85.7759,188.6297,2.8683,90.4402,10.9987,0.1557,103.7809,2.5453
OBS-000439,MC-150,65.1632,121.5231,1.6062,74.3488,8.1581,0.061,84.9539,0.8788
OBS-001099,MC-098,60.2164,120.8629,1.4311,71.015,8.9307,0.0448,87.0563,0.6176
OBS-010057,MC-124,56.9507,149.2368,5.4522,80.4417,15.283,0.2229,96.6598,3.8047
OBS-004930,MC-225,87.8911,184.954,2.7383,91.3788,10.9075,0.1144,111.8663,1.135
OBS-003350,MC-125,55.567,142.9713,5.4439,80.6909,18.4318,0.2006,101.7416,3.3382
OBS-001830,MC-034,69.3596,131.2896,1.511,76.2875,8.7797,0.0852,98.6728,1.8361
OBS-004841,MC-016,83.4956,172.439,2.9943,87.9738,10.6354,0.1522,106.7045,3.4254
OBS-002582,MC-234,49.2912,127.9993,5.6248,77.7643,15.6377,0.2251,84.7786,3.5504
OBS-000610,MC-110,39.1942,118.6178,4.7396,72.8471,14.4103,0.2387,68.7722,4.5338
